MajorOcc,Dis1,Men,raceX,Educ,_TYPE_,_FREQ_,n_Est,Sample
"Installation, Maintenance, & Repair Occupations",,0,White only,High School,23,412,42321,412
"Installation, Maintenance, & Repair Occupations",,0,White only,Some College,23,593,58772,593
"Installation, Maintenance, & Repair Occupations",,0,White only,Bachelors Degree or more,23,215,21357,215
"Installation, Maintenance, & Repair Occupations",,0,Black/African American only,Less than High School,23,13,1127,13
"Installation, Maintenance, & Repair Occupations",,0,Black/African American only,High School,23,57,5763,57
"Installation, Maintenance, & Repair Occupations",,0,Black/African American only,Some College,23,123,17119,123
"Installation, Maintenance, & Repair Occupations",,0,Black/African American only,Bachelors Degree or more,23,52,5972,52
"Installation, Maintenance, & Repair Occupations",,0,Asian only,Less than High School,23,9,669,9
"Installation, Maintenance, & Repair Occupations",,0,Asian only,High School,23,18,1844,18
"Installation, Maintenance, & Repair Occupations",,0,Asian only,Some College,23,24,2123,24
"Installation, Maintenance, & Repair Occupations",,0,Asian only,Bachelors Degree or more,23,31,3402,31
"Installation, Maintenance, & Repair Occupations",,0,Some other race(s),Less than High School,23,25,3002,25
"Installation, Maintenance, & Repair Occupations",,0,Some other race(s),High School,23,44,3823,44
"Installation, Maintenance, & Repair Occupations",,0,Some other race(s),Some College,23,63,5716,63
"Installation, Maintenance, & Repair Occupations",,0,Some other race(s),Bachelors Degree or more,23,13,1351,13
"Installation, Maintenance, & Repair Occupations",,1,White only,Less than High School,23,3634,392857,3634
"Installation, Maintenance, & Repair Occupations",,1,White only,High School,23,15275,1519267,15275
"Installation, Maintenance, & Repair Occupations",,1,White only,Some College,23,15756,1559036,15756
"Installation, Maintenance, & Repair Occupations",,1,White only,Bachelors Degree or more,23,2479,252563,2479
"Installation, Maintenance, & Repair Occupations",,1,Black/African American only,Less than High School,23,252,28766,252
"Installation, Maintenance, & Repair Occupations",,1,Black/African American only,High School,23,984,126624,984
"Installation, Maintenance, & Repair Occupations",,1,Black/African American only,Some College,23,1175,157419,1175
"Installation, Maintenance, & Repair Occupations",,1,Black/African American only,Bachelors Degree or more,23,211,28838,211
"Installation, Maintenance, & Repair Occupations",,1,Asian only,Less than High School,23,136,15352,136
"Installation, Maintenance, & Repair Occupations",,1,Asian only,High School,23,255,26349,255
"Installation, Maintenance, & Repair Occupations",,1,Asian only,Some College,23,562,58505,562
"Installation, Maintenance, & Repair Occupations",,1,Asian only,Bachelors Degree or more,23,261,26892,261
"Installation, Maintenance, & Repair Occupations",,1,Some other race(s),Less than High School,23,699,90208,699
"Installation, Maintenance, & Repair Occupations",,1,Some other race(s),High School,23,1041,127344,1041
"Installation, Maintenance, & Repair Occupations",,1,Some other race(s),Some College,23,1050,116543,1050
"Installation, Maintenance, & Repair Occupations",,1,Some other race(s),Bachelors Degree or more,23,150,17340,150
Production Occupations,,0,White only,Less than High School,23,2898,321688,2898
Production Occupations,,0,White only,High School,23,7439,701767,7439
Production Occupations,,0,White only,Some College,23,4452,444134,4452
Production Occupations,,0,White only,Bachelors Degree or more,23,1481,148048,1481
Production Occupations,,0,Black/African American only,Less than High School,23,468,51804,468
Production Occupations,,0,Black/African American only,High School,23,1336,155211,1336
Production Occupations,,0,Black/African American only,Some College,23,1006,133138,1006
Production Occupations,,0,Black/African American only,Bachelors Degree or more,23,158,20036,158
Production Occupations,,0,Asian only,Less than High School,23,608,63033,608
Production Occupations,,0,Asian only,High School,23,565,66942,565
Production Occupations,,0,Asian only,Some College,23,348,38819,348
Production Occupations,,0,Asian only,Bachelors Degree or more,23,309,35654,309
Production Occupations,,0,Some other race(s),Less than High School,23,993,130147,993
Production Occupations,,0,Some other race(s),High School,23,724,88448,724
Production Occupations,,0,Some other race(s),Some College,23,469,57807,469
Production Occupations,,0,Some other race(s),Bachelors Degree or more,23,125,15055,125
Production Occupations,,1,White only,Less than High School,23,6123,673046,6123
Production Occupations,,1,White only,High School,23,21965,2129083,21965
Production Occupations,,1,White only,Some College,23,16095,1569550,16095
Production Occupations,,1,White only,Bachelors Degree or more,23,3769,360758,3769
Production Occupations,,1,Black/African American only,Less than High School,23,703,85524,703
Production Occupations,,1,Black/African American only,High School,23,2240,299609,2240
Production Occupations,,1,Black/African American only,Some College,23,1688,230010,1688
Production Occupations,,1,Black/African American only,Bachelors Degree or more,23,312,38551,312
Production Occupations,,1,Asian only,Less than High School,23,624,67548,624
Production Occupations,,1,Asian only,High School,23,734,89490,734
Production Occupations,,1,Asian only,Some College,23,763,82842,763
Production Occupations,,1,Asian only,Bachelors Degree or more,23,449,48111,449
Production Occupations,,1,Some other race(s),Less than High School,23,1598,196947,1598
Production Occupations,,1,Some other race(s),High School,23,1632,198030,1632
Production Occupations,,1,Some other race(s),Some College,23,1123,132627,1123
Production Occupations,,1,Some other race(s),Bachelors Degree or more,23,225,29218,225
Transportation & Material Moving Occupations,,0,White only,Less than High School,23,1426,155978,1426
Transportation & Material Moving Occupations,,0,White only,High School,23,4509,434608,4509
Transportation & Material Moving Occupations,,0,White only,Some College,23,3025,301975,3025
Transportation & Material Moving Occupations,,0,White only,Bachelors Degree or more,23,898,87803,898
Transportation & Material Moving Occupations,,0,Black/African American only,Less than High School,23,229,27718,229
Transportation & Material Moving Occupations,,0,Black/African American only,High School,23,905,118715,905
Transportation & Material Moving Occupations,,0,Black/African American only,Some College,23,733,91315,733
Transportation & Material Moving Occupations,,0,Black/African American only,Bachelors Degree or more,23,149,18022,149
Transportation & Material Moving Occupations,,0,Asian only,Less than High School,23,124,14455,124
Transportation & Material Moving Occupations,,0,Asian only,High School,23,102,10999,102
Transportation & Material Moving Occupations,,0,Asian only,Some College,23,99,11828,99
Transportation & Material Moving Occupations,,0,Asian only,Bachelors Degree or more,23,80,9594,80
Transportation & Material Moving Occupations,,0,Some other race(s),Less than High School,23,462,58935,462
Transportation & Material Moving Occupations,,0,Some other race(s),High School,23,411,47133,411
Transportation & Material Moving Occupations,,0,Some other race(s),Some College,23,322,36191,322
Transportation & Material Moving Occupations,,0,Some other race(s),Bachelors Degree or more,23,58,6966,58
Transportation & Material Moving Occupations,,1,White only,Less than High School,23,7971,859592,7971
Transportation & Material Moving Occupations,,1,White only,High School,23,24913,2477452,24913
Transportation & Material Moving Occupations,,1,White only,Some College,23,15622,1556795,15622
Transportation & Material Moving Occupations,,1,White only,Bachelors Degree or more,23,4583,465191,4583
Transportation & Material Moving Occupations,,1,Black/African American only,Less than High School,23,1290,155515,1290
Transportation & Material Moving Occupations,,1,Black/African American only,High School,23,4113,553304,4113
Transportation & Material Moving Occupations,,1,Black/African American only,Some College,23,2999,400817,2999
Transportation & Material Moving Occupations,,1,Black/African American only,Bachelors Degree or more,23,538,71878,538
Transportation & Material Moving Occupations,,1,Asian only,Less than High School,23,378,42277,378
Transportation & Material Moving Occupations,,1,Asian only,High School,23,503,62124,503
Transportation & Material Moving Occupations,,1,Asian only,Some College,23,539,62939,539
Transportation & Material Moving Occupations,,1,Asian only,Bachelors Degree or more,23,354,39805,354
Transportation & Material Moving Occupations,,1,Some other race(s),Less than High School,23,1932,246427,1932
Transportation & Material Moving Occupations,,1,Some other race(s),High School,23,2221,272516,2221
Transportation & Material Moving Occupations,,1,Some other race(s),Some College,23,1389,162482,1389
Transportation & Material Moving Occupations,,1,Some other race(s),Bachelors Degree or more,23,257,30347,257
Military Specific Occupations,,0,White only,High School,23,83,8340,83
Military Specific Occupations,,0,White only,Some College,23,221,20087,221
Military Specific Occupations,,0,White only,Bachelors Degree or more,23,135,12957,135
Military Specific Occupations,,0,Black/African American only,Less than High School,23,4,456,4
Military Specific Occupations,,0,Black/African American only,High School,23,33,4397,33
Military Specific Occupations,,0,Black/African American only,Some College,23,59,5933,59
Military Specific Occupations,,0,Black/African American only,Bachelors Degree or more,23,35,4063,35
Military Specific Occupations,,0,Asian only,High School,23,2,206,2
Military Specific Occupations,,0,Asian only,Some College,23,20,1797,20
Military Specific Occupations,,0,Asian only,Bachelors Degree or more,23,4,505,4
Military Specific Occupations,,0,Some other race(s),Less than High School,23,2,193,2
Military Specific Occupations,,0,Some other race(s),High School,23,19,1825,19
Military Specific Occupations,,0,Some other race(s),Some College,23,37,4493,37
Military Specific Occupations,,0,Some other race(s),Bachelors Degree or more,23,16,1504,16
Military Specific Occupations,,1,White only,Less than High School,23,30,3070,30
Military Specific Occupations,,1,White only,High School,23,1182,108375,1182
Military Specific Occupations,,1,White only,Some College,23,1678,158919,1678
Military Specific Occupations,,1,White only,Bachelors Degree or more,23,974,90929,974
Military Specific Occupations,,1,Black/African American only,Less than High School,23,7,618,7
Military Specific Occupations,,1,Black/African American only,High School,23,167,16209,167
Military Specific Occupations,,1,Black/African American only,Some College,23,277,29506,277
Military Specific Occupations,,1,Black/African American only,Bachelors Degree or more,23,117,12753,117
Military Specific Occupations,,1,Asian only,Less than High School,23,2,260,2
Military Specific Occupations,,1,Asian only,High School,23,36,2602,36
Military Specific Occupations,,1,Asian only,Some College,23,63,6141,63
Military Specific Occupations,,1,Asian only,Bachelors Degree or more,23,45,4402,45
Military Specific Occupations,,1,Some other race(s),Less than High School,23,5,741,5
Military Specific Occupations,,1,Some other race(s),High School,23,113,10171,113
