FIPS,Dis1,LaborForce,raceX,_TYPE_,_FREQ_,n_Est,Base_Pop,Sample,p_est,StateAB
40,,,Native American only,9,2010,175424,2315643,21397,0.075756064,OK
40,,,Asian only,9,361,48236,2315643,21397,0.020830499,OK
40,,,Some other race(s),9,1947,196671,2315643,21397,0.084931486,OK
40,,0,White only,11,4221,422561,579291,5857,0.729445132,OK
40,,0,Black/African American only,11,357,40531,579291,5857,0.069966563,OK
40,,0,Native American only,11,655,54045,579291,5857,0.09329508,OK
40,,0,Asian only,11,112,14912,579291,5857,0.025741812,OK
40,,0,Some other race(s),11,512,47242,579291,5857,0.081551414,OK
40,,1,White only,11,11656,1301258,1736352,15540,0.749420624,OK
40,,1,Black/African American only,11,845,130962,1736352,15540,0.075423647,OK
40,,1,Native American only,11,1355,121379,1736352,15540,0.069904605,OK
40,,1,Asian only,11,249,33324,1736352,15540,0.019191961,OK
40,,1,Some other race(s),11,1435,149429,1736352,15540,0.086059163,OK
40,0,,White only,13,13571,1493699,2000860,18168,0.746528493,OK
40,0,,Black/African American only,13,999,148110,2000860,18168,0.07402317,OK
40,0,,Native American only,13,1607,143139,2000860,18168,0.071538738,OK
40,0,,Asian only,13,340,45052,2000860,18168,0.022516318,OK
40,0,,Some other race(s),13,1651,170860,2000860,18168,0.085393281,OK
40,0,0,White only,15,2876,291315,395411,3933,0.736739747,OK
40,0,0,Black/African American only,15,224,25086,395411,3933,0.063442848,OK
40,0,0,Native American only,15,386,33011,395411,3933,0.083485285,OK
40,0,0,Asian only,15,101,13117,395411,3933,0.033173078,OK
40,0,0,Some other race(s),15,346,32882,395411,3933,0.083159042,OK
40,0,1,White only,15,10695,1202384,1605449,14235,0.748939393,OK
40,0,1,Black/African American only,15,775,123024,1605449,14235,0.07662903,OK
40,0,1,Native American only,15,1221,110128,1605449,14235,0.068596386,OK
40,0,1,Asian only,15,239,31935,1605449,14235,0.019891632,OK
40,0,1,Some other race(s),15,1305,137978,1605449,14235,0.085943559,OK
40,1,,White only,13,2306,230120,314783,3229,0.73104329,OK
40,1,,Black/African American only,13,203,23383,314783,3229,0.074282919,OK
40,1,,Native American only,13,403,32285,314783,3229,0.102562718,OK
40,1,,Asian only,13,21,3184,314783,3229,0.010114905,OK
40,1,,Some other race(s),13,296,25811,314783,3229,0.081996169,OK
40,1,0,White only,15,1345,131246,183880,1924,0.713758973,OK
40,1,0,Black/African American only,15,133,15445,183880,1924,0.083994997,OK
40,1,0,Native American only,15,269,21034,183880,1924,0.114389819,OK
40,1,0,Asian only,15,11,1795,183880,1924,0.009761801,OK
40,1,0,Some other race(s),15,166,14360,183880,1924,0.078094409,OK
40,1,1,White only,15,961,98874,130903,1305,0.755322644,OK
40,1,1,Black/African American only,15,70,7938,130903,1305,0.060640322,OK
40,1,1,Native American only,15,134,11251,130903,1305,0.085949138,OK
40,1,1,Asian only,15,10,1389,130903,1305,0.01061091,OK
40,1,1,Some other race(s),15,130,11451,130903,1305,0.087476987,OK
41,,,White only,9,20455,2102812,2444587,23443,0.860191108,OR
41,,,Black/African American only,9,323,43856,2444587,23443,0.017940045,OR
41,,,Native American only,9,336,28083,2444587,23443,0.01148783,OR
41,,,Asian only,9,981,108515,2444587,23443,0.044389911,OR
41,,,Some other race(s),9,1348,161321,2444587,23443,0.065991106,OR
41,,0,White only,11,5099,507072,591279,5902,0.857584998,OR
41,,0,Black/African American only,11,87,12702,591279,5902,0.021482244,OR
41,,0,Native American only,11,123,8635,591279,5902,0.014603935,OR
41,,0,Asian only,11,280,29303,591279,5902,0.049558669,OR
41,,0,Some other race(s),11,313,33567,591279,5902,0.056770154,OR
41,,1,White only,11,15356,1595740,1853308,17541,0.861022561,OR
41,,1,Black/African American only,11,236,31154,1853308,17541,0.016809942,OR
41,,1,Native American only,11,213,19448,1853308,17541,0.010493669,OR
41,,1,Asian only,11,701,79212,1853308,17541,0.042740872,OR
41,,1,Some other race(s),11,1035,127754,1853308,17541,0.068932957,OR
41,0,,White only,13,17952,1835577,2131995,20557,0.860966841,OR
41,0,,Black/African American only,13,276,36443,2131995,20557,0.01709338,OR
41,0,,Native American only,13,261,21778,2131995,20557,0.010214846,OR
41,0,,Asian only,13,925,101487,2131995,20557,0.047601894,OR
41,0,,Some other race(s),13,1143,136710,2131995,20557,0.06412304,OR
41,0,0,White only,15,3607,351073,412812,4201,0.850442817,OR
41,0,0,Black/African American only,15,59,7880,412812,4201,0.019088592,OR
41,0,0,Native American only,15,73,4688,412812,4201,0.011356259,OR
41,0,0,Asian only,15,249,26039,412812,4201,0.063077139,OR
41,0,0,Some other race(s),15,213,23132,412812,4201,0.056035193,OR
41,0,1,White only,15,14345,1484504,1719183,16356,0.863493881,OR
41,0,1,Black/African American only,15,217,28563,1719183,16356,0.016614287,OR
41,0,1,Native American only,15,188,17090,1719183,16356,0.009940768,OR
41,0,1,Asian only,15,676,75448,1719183,16356,0.043885962,OR
41,0,1,Some other race(s),15,930,113578,1719183,16356,0.066065102,OR
41,1,,White only,13,2503,267235,312592,2886,0.854900317,OR
41,1,,Black/African American only,13,47,7413,312592,2886,0.023714618,OR
41,1,,Native American only,13,75,6305,312592,2886,0.020170062,OR
41,1,,Asian only,13,56,7028,312592,2886,0.022482981,OR
41,1,,Some other race(s),13,205,24611,312592,2886,0.078732021,OR
41,1,0,White only,15,1492,155999,178467,1701,0.874105577,OR
41,1,0,Black/African American only,15,28,4822,178467,1701,0.027019001,OR
41,1,0,Native American only,15,50,3947,178467,1701,0.022116134,OR
41,1,0,Asian only,15,31,3264,178467,1701,0.018289096,OR
41,1,0,Some other race(s),15,100,10435,178467,1701,0.058470193,OR
41,1,1,White only,15,1011,111236,134125,1185,0.82934576,OR
41,1,1,Black/African American only,15,19,2591,134125,1185,0.019317801,OR
41,1,1,Native American only,15,25,2358,134125,1185,0.017580615,OR
41,1,1,Asian only,15,25,3764,134125,1185,0.028063374,OR
41,1,1,Some other race(s),15,105,14176,134125,1185,0.105692451,OR
42,,,White only,9,67735,6450066,7859734,76903,0.820646857,PA
42,,,Black/African American only,9,5144,852073,7859734,76903,0.108409903,PA
42,,,Native American only,9,117,13184,7859734,76903,0.001677411,PA
42,,,Asian only,9,2058,266646,7859734,76903,0.033925576,PA
42,,,Some other race(s),9,1849,277765,7859734,76903,0.035340255,PA
42,,0,White only,11,15189,1380423,1785858,17994,0.772974671,PA
42,,0,Black/African American only,11,1560,240455,1785858,17994,0.134643964,PA
42,,0,Native American only,11,27,2228,1785858,17994,0.00124758,PA
42,,0,Asian only,11,660,79043,1785858,17994,0.044260518,PA
42,,0,Some other race(s),11,558,83709,1785858,17994,0.046873268,PA
42,,1,White only,11,52546,5069643,6073876,58909,0.834663566,PA
42,,1,Black/African American only,11,3584,611618,6073876,58909,0.100696491,PA
42,,1,Native American only,11,90,10956,6073876,58909,0.001803791,PA
42,,1,Asian only,11,1398,187603,6073876,58909,0.030886867,PA
42,,1,Some other race(s),11,1291,194056,6073876,58909,0.031949286,PA
42,0,,White only,13,60529,5780630,7007804,68416,0.824884657,PA
42,0,,Black/African American only,13,4269,727046,7007804,68416,0.10374805,PA
42,0,,Native American only,13,92,11222,7007804,68416,0.001601358,PA
42,0,,Asian only,13,1959,253636,7007804,68416,0.036193364,PA
42,0,,Some other race(s),13,1567,235270,7007804,68416,0.033572571,PA
42,0,0,White only,15,11020,998460,1282139,12983,0.778745518,PA
42,0,0,Black/African American only,15,979,156641,1282139,12983,0.122171621,PA
42,0,0,Native American only,15,13,1443,1282139,12983,0.001125463,PA
42,0,0,Asian only,15,605,71917,1282139,12983,0.056091422,PA
42,0,0,Some other race(s),15,366,53678,1282139,12983,0.041865976,PA
42,0,1,White only,15,49509,4782170,5725665,55433,0.835216521,PA
42,0,1,Black/African American only,15,3290,570405,5725665,55433,0.099622489,PA
42,0,1,Native American only,15,79,9779,5725665,55433,0.001707924,PA
42,0,1,Asian only,15,1354,181719,5725665,55433,0.031737624,PA
42,0,1,Some other race(s),15,1201,181592,5725665,55433,0.031715443,PA
42,1,,White only,13,7206,669436,851930,8487,0.785787565,PA
42,1,,Black/African American only,13,875,125027,851930,8487,0.146757363,PA
42,1,,Native American only,13,25,1962,851930,8487,0.002303006,PA
42,1,,Asian only,13,99,13010,851930,8487,0.015271208,PA
42,1,,Some other race(s),13,282,42495,851930,8487,0.049880859,PA
42,1,0,White only,15,4169,381963,503719,5011,0.75828587,PA
42,1,0,Black/African American only,15,581,83814,503719,5011,0.166390388,PA
42,1,0,Native American only,15,14,785,503719,5011,0.001558409,PA
42,1,0,Asian only,15,55,7126,503719,5011,0.014146776,PA
42,1,0,Some other race(s),15,192,30031,503719,5011,0.059618557,PA
42,1,1,White only,15,3037,287473,348211,3476,0.825571277,PA
42,1,1,Black/African American only,15,294,41213,348211,3476,0.118356399,PA
42,1,1,Native American only,15,11,1177,348211,3476,0.003380135,PA
42,1,1,Asian only,15,44,5884,348211,3476,0.016897801,PA
42,1,1,Some other race(s),15,90,12464,348211,3476,0.035794389,PA
44,,,White only,9,5616,539438,672210,6700,0.802484343,RI
44,,,Black/African American only,9,388,42699,672210,6700,0.063520329,RI
44,,,Native American only,9,20,3307,672210,6700,0.004919594,RI
44,,,Asian only,9,216,23549,672210,6700,0.035032207,RI
44,,,Some other race(s),9,460,63217,672210,6700,0.094043528,RI
44,,0,White only,11,1131,104352,136163,1396,0.766375594,RI
44,,0,Black/African American only,11,102,11124,136163,1396,0.081696202,RI
44,,0,Native American only,11,7,1238,136163,1396,0.009092044,RI
44,,0,Asian only,11,56,6220,136163,1396,0.045680545,RI
44,,0,Some other race(s),11,100,13229,136163,1396,0.097155615,RI
44,,1,White only,11,4485,435086,536047,5304,0.811656441,RI
44,,1,Black/African American only,11,286,31575,536047,5304,0.058903417,RI
44,,1,Native American only,11,13,2069,536047,5304,0.003859736,RI
44,,1,Asian only,11,160,17329,536047,5304,0.032327389,RI
44,,1,Some other race(s),11,360,49988,536047,5304,0.093253017,RI
44,0,,White only,13,5054,487616,605451,6017,0.805376488,RI
44,0,,Black/African American only,13,325,36445,605451,6017,0.060194797,RI
44,0,,Native American only,13,17,2989,605451,6017,0.004936816,RI
44,0,,Asian only,13,203,21413,605451,6017,0.035367024,RI
44,0,,Some other race(s),13,418,56988,605451,6017,0.094124876,RI
44,0,0,White only,15,831,75298,96999,1019,0.776276044,RI
44,0,0,Black/African American only,15,63,6958,96999,1019,0.071732698,RI
44,0,0,Native American only,15,5,947,96999,1019,0.009762987,RI
44,0,0,Asian only,15,48,4904,96999,1019,0.050557222,RI
44,0,0,Some other race(s),15,72,8892,96999,1019,0.091671048,RI
44,0,1,White only,15,4223,412318,508452,4998,0.810928072,RI
44,0,1,Black/African American only,15,262,29487,508452,4998,0.057993675,RI
44,0,1,Native American only,15,12,2042,508452,4998,0.004016112,RI
44,0,1,Asian only,15,155,16509,508452,4998,0.032469142,RI
44,0,1,Some other race(s),15,346,48096,508452,4998,0.094593,RI
44,1,,White only,13,562,51822,66759,683,0.776254887,RI
44,1,,Black/African American only,13,63,6254,66759,683,0.093680253,RI
44,1,,Native American only,13,3,318,66759,683,0.004763403,RI
44,1,,Asian only,13,13,2136,66759,683,0.031995686,RI
44,1,,Some other race(s),13,42,6229,66759,683,0.093305772,RI
44,1,0,White only,15,300,29054,39164,377,0.741854765,RI
44,1,0,Black/African American only,15,39,4166,39164,377,0.1063732,RI
44,1,0,Native American only,15,2,291,39164,377,0.007430293,RI
44,1,0,Asian only,15,8,1316,39164,377,0.033602288,RI
44,1,0,Some other race(s),15,28,4337,39164,377,0.110739455,RI
44,1,1,White only,15,262,22768,27595,306,0.825077007,RI
44,1,1,Black/African American only,15,24,2088,27595,306,0.075665882,RI
44,1,1,Native American only,15,1,27,27595,306,0.000978438,RI
44,1,1,Asian only,15,5,820,27595,306,0.029715528,RI
44,1,1,Some other race(s),15,14,1892,27595,306,0.068563146,RI
45,,,White only,9,19968,1976322,2927141,27865,0.675171439,SC
45,,,Black/African American only,9,6642,808589,2927141,27865,0.276238487,SC
45,,,Native American only,9,120,8943,2927141,27865,0.0030552,SC
45,,,Asian only,9,419,44724,2927141,27865,0.015279073,SC
45,,,Some other race(s),9,716,88563,2927141,27865,0.030255803,SC
45,,0,White only,11,5112,481015,738302,7473,0.651515234,SC
45,,0,Black/African American only,11,1998,221797,738302,7473,0.300415006,SC
45,,0,Native American only,11,39,2480,738302,7473,0.003359059,SC
45,,0,Asian only,11,129,12599,738302,7473,0.017064833,SC
45,,0,Some other race(s),11,195,20411,738302,7473,0.027645869,SC
45,,1,White only,11,14856,1495307,2188839,20392,0.683150748,SC
45,,1,Black/African American only,11,4644,586792,2188839,20392,0.268083674,SC
45,,1,Native American only,11,81,6463,2188839,20392,0.002952707,SC
45,,1,Asian only,11,290,32125,2188839,20392,0.01467673,SC
45,,1,Some other race(s),11,521,68152,2188839,20392,0.031136141,SC
45,0,,White only,13,17540,1749752,2563666,24095,0.682519486,SC
45,0,,Black/African American only,13,5449,685729,2563666,24095,0.267479851,SC
45,0,,Native American only,13,93,7173,2563666,24095,0.002797946,SC
45,0,,Asian only,13,395,43042,2563666,24095,0.016789239,SC
45,0,,Some other race(s),13,618,77970,2563666,24095,0.030413478,SC
45,0,0,White only,15,3619,344455,513852,5086,0.67033893,SC
45,0,0,Black/African American only,15,1198,141179,513852,5086,0.274746425,SC
45,0,0,Native American only,15,19,1306,513852,5086,0.002541588,SC
45,0,0,Asian only,15,115,11884,513852,5086,0.023127282,SC
45,0,0,Some other race(s),15,135,15028,513852,5086,0.029245775,SC
45,0,1,White only,15,13921,1405297,2049814,19009,0.685572935,SC
45,0,1,Black/African American only,15,4251,544550,2049814,19009,0.26565825,SC
45,0,1,Native American only,15,74,5867,2049814,19009,0.002862211,SC
45,0,1,Asian only,15,280,31158,2049814,19009,0.015200404,SC
45,0,1,Some other race(s),15,483,62942,2049814,19009,0.030706201,SC
45,1,,White only,13,2428,226570,363475,3770,0.623344109,SC
45,1,,Black/African American only,13,1193,122860,363475,3770,0.338014994,SC
45,1,,Native American only,13,27,1770,363475,3770,0.004869661,SC
45,1,,Asian only,13,24,1682,363475,3770,0.004627554,SC
45,1,,Some other race(s),13,98,10593,363475,3770,0.029143683,SC
45,1,0,White only,15,1493,136560,224450,2387,0.608420584,SC
45,1,0,Black/African American only,15,800,80618,224450,2387,0.359180218,SC
45,1,0,Native American only,15,20,1174,224450,2387,0.005230564,SC
45,1,0,Asian only,15,14,715,224450,2387,0.003185565,SC
45,1,0,Some other race(s),15,60,5383,224450,2387,0.02398307,SC
45,1,1,White only,15,935,90010,139025,1383,0.647437511,SC
45,1,1,Black/African American only,15,393,42242,139025,1383,0.303844632,SC
45,1,1,Native American only,15,7,596,139025,1383,0.004286999,SC
45,1,1,Asian only,15,10,967,139025,1383,0.006955584,SC
45,1,1,Some other race(s),15,38,5210,139025,1383,0.037475274,SC
46,,,White only,9,4227,437179,507331,4900,0.861723411,SD
46,,,Black/African American only,9,44,8912,507331,4900,0.017566441,SD
46,,,Native American only,9,459,39095,507331,4900,0.077060144,SD
46,,,Asian only,9,44,5682,507331,4900,0.011199789,SD
46,,,Some other race(s),9,126,16463,507331,4900,0.032450215,SD
46,,0,White only,11,677,66460,88656,913,0.749639054,SD
46,,0,Black/African American only,11,13,1891,88656,913,0.021329634,SD
46,,0,Native American only,11,176,14589,88656,913,0.16455739,SD
46,,0,Asian only,11,14,1991,88656,913,0.022457589,SD
46,,0,Some other race(s),11,33,3725,88656,913,0.042016333,SD
46,,1,White only,11,3550,370719,418675,3987,0.885457694,SD
46,,1,Black/African American only,11,31,7021,418675,3987,0.016769571,SD
46,,1,Native American only,11,283,24506,418675,3987,0.058532274,SD
46,,1,Asian only,11,30,3691,418675,3987,0.008815907,SD
46,,1,Some other race(s),11,93,12738,418675,3987,0.030424554,SD
46,0,,White only,13,3801,390880,449831,4359,0.868948561,SD
46,0,,Black/African American only,13,42,8530,449831,4359,0.018962677,SD
46,0,,Native American only,13,368,31366,449831,4359,0.069728409,SD
46,0,,Asian only,13,40,5016,449831,4359,0.011150854,SD
46,0,,Some other race(s),13,108,14039,449831,4359,0.031209499,SD
46,0,0,White only,15,493,46583,61615,648,0.756033433,SD
46,0,0,Black/African American only,15,11,1509,61615,648,0.02449079,SD
46,0,0,Native American only,15,110,9512,61615,648,0.154377992,SD
46,0,0,Asian only,15,11,1429,61615,648,0.023192404,SD
46,0,0,Some other race(s),15,23,2582,61615,648,0.04190538,SD
46,0,1,White only,15,3308,344297,388216,3711,0.886869681,SD
46,0,1,Black/African American only,15,31,7021,388216,3711,0.018085293,SD
46,0,1,Native American only,15,258,21854,388216,3711,0.056293404,SD
46,0,1,Asian only,15,29,3587,388216,3711,0.009239702,SD
46,0,1,Some other race(s),15,85,11457,388216,3711,0.029511921,SD
46,1,,White only,13,426,46299,57500,541,0.8052,SD
46,1,,Black/African American only,13,2,382,57500,541,0.006643478,SD
46,1,,Native American only,13,91,7729,57500,541,0.134417391,SD
46,1,,Asian only,13,4,666,57500,541,0.011582609,SD
46,1,,Some other race(s),13,18,2424,57500,541,0.042156522,SD
46,1,0,White only,15,184,19877,27041,265,0.735068969,SD
46,1,0,Black/African American only,15,2,382,27041,265,0.014126697,SD
46,1,0,Native American only,15,66,5077,27041,265,0.187751932,SD
46,1,0,Asian only,15,3,562,27041,265,0.020783255,SD
46,1,0,Some other race(s),15,10,1143,27041,265,0.042269147,SD
46,1,1,White only,15,242,26422,30459,276,0.867461177,SD
46,1,1,Native American only,15,25,2652,30459,276,0.087067862,SD
46,1,1,Asian only,15,1,104,30459,276,0.003414426,SD
46,1,1,Some other race(s),15,8,1281,30459,276,0.042056535,SD
47,,,White only,9,31778,3126653,4002481,38926,0.781178724,TN
47,,,Black/African American only,9,5388,685549,4002481,38926,0.171281013,TN
47,,,Native American only,9,109,11134,4002481,38926,0.002781775,TN
47,,,Asian only,9,675,67386,4002481,38926,0.016836057,TN
47,,,Some other race(s),9,976,111759,4002481,38926,0.027922431,TN
47,,0,White only,11,8463,800773,1016509,10465,0.787767742,TN
47,,0,Black/African American only,11,1522,171337,1016509,10465,0.168554337,TN
47,,0,Native American only,11,31,2412,1016509,10465,0.002372827,TN
47,,0,Asian only,11,181,16966,1016509,10465,0.016690457,TN
47,,0,Some other race(s),11,268,25021,1016509,10465,0.024614637,TN
47,,1,White only,11,23315,2325880,2985972,28461,0.778935636,TN
47,,1,Black/African American only,11,3866,514212,2985972,28461,0.172209251,TN
47,,1,Native American only,11,78,8722,2985972,28461,0.002920992,TN
47,,1,Asian only,11,494,50420,2985972,28461,0.016885624,TN
47,,1,Some other race(s),11,708,86738,2985972,28461,0.029048497,TN
47,0,,White only,13,27192,2689538,3445274,33203,0.780645603,TN
47,0,,Black/African American only,13,4469,584929,3445274,33203,0.169777208,TN
47,0,,Native American only,13,87,9260,3445274,33203,0.00268774,TN
47,0,,Asian only,13,649,64839,3445274,33203,0.018819693,TN
47,0,,Some other race(s),13,806,96708,3445274,33203,0.028069756,TN
47,0,0,White only,15,5505,518019,660481,6781,0.78430568,TN
47,0,0,Black/African American only,15,914,106979,660481,6781,0.161971351,TN
47,0,0,Native American only,15,16,1409,660481,6781,0.002133294,TN
47,0,0,Asian only,15,166,15536,660481,6781,0.023522251,TN
47,0,0,Some other race(s),15,180,18538,660481,6781,0.028067424,TN
47,0,1,White only,15,21687,2171519,2784793,26422,0.779777527,TN
47,0,1,Black/African American only,15,3555,477950,2784793,26422,0.171628556,TN
47,0,1,Native American only,15,71,7851,2784793,26422,0.00281924,TN
47,0,1,Asian only,15,483,49303,2784793,26422,0.017704368,TN
47,0,1,Some other race(s),15,626,78170,2784793,26422,0.028070309,TN
47,1,,White only,13,4586,437115,557207,5723,0.784475069,TN
47,1,,Black/African American only,13,919,100620,557207,5723,0.18057921,TN
47,1,,Native American only,13,22,1874,557207,5723,0.003363203,TN
47,1,,Asian only,13,26,2547,557207,5723,0.004571012,TN
47,1,,Some other race(s),13,170,15051,557207,5723,0.027011506,TN
47,1,0,White only,15,2958,282754,356028,3684,0.794190345,TN
47,1,0,Black/African American only,15,608,64358,356028,3684,0.180766681,TN
47,1,0,Native American only,15,15,1003,356028,3684,0.002817194,TN
47,1,0,Asian only,15,15,1430,356028,3684,0.004016538,TN
47,1,0,Some other race(s),15,88,6483,356028,3684,0.018209242,TN
47,1,1,White only,15,1628,154361,201179,2039,0.767281873,TN
47,1,1,Black/African American only,15,311,36262,201179,2039,0.180247441,TN
47,1,1,Native American only,15,7,871,201179,2039,0.004329478,TN
47,1,1,Asian only,15,11,1117,201179,2039,0.005552269,TN
47,1,1,Some other race(s),15,82,8568,201179,2039,0.042588938,TN
48,,,White only,9,115363,12061025,16170069,149672,0.745885809,TX
48,,,Black/African American only,9,15222,1959903,16170069,149672,0.121205605,TX
48,,,Native American only,9,849,76834,16170069,149672,0.004751619,TX
48,,,Asian only,9,6850,750828,16170069,149672,0.046433197,TX
48,,,Some other race(s),9,11388,1321479,16170069,149672,0.08172377,TX
48,,0,White only,11,28028,2819598,3793319,36782,0.743306324,TX
48,,0,Black/African American only,11,4016,465082,3793319,36782,0.12260556,TX
48,,0,Native American only,11,239,20239,3793319,36782,0.005335433,TX
48,,0,Asian only,11,1656,184030,3793319,36782,0.048514243,TX
48,,0,Some other race(s),11,2843,304370,3793319,36782,0.08023844,TX
48,,1,White only,11,87335,9241427,12376750,112890,0.746676389,TX
48,,1,Black/African American only,11,11206,1494821,12376750,112890,0.120776537,TX
48,,1,Native American only,11,610,56595,12376750,112890,0.004572687,TX
48,,1,Asian only,11,5194,566798,12376750,112890,0.045795383,TX
48,,1,Some other race(s),11,8545,1017109,12376750,112890,0.082179005,TX
48,0,,White only,13,103210,10872404,14550876,133399,0.747199275,TX
48,0,,Black/African American only,13,12829,1704843,14550876,133399,0.117164286,TX
48,0,,Native American only,13,705,63838,14550876,133399,0.004387227,TX
48,0,,Asian only,13,6558,721104,14550876,133399,0.049557429,TX
48,0,,Some other race(s),13,10097,1188687,14550876,133399,0.081691783,TX
48,0,0,White only,15,21228,2177991,2905035,27564,0.749729693,TX
48,0,0,Black/African American only,15,2480,306699,2905035,27564,0.105574976,TX
48,0,0,Native American only,15,162,13824,2905035,27564,0.004758635,TX
48,0,0,Asian only,15,1519,168786,2905035,27564,0.058101193,TX
48,0,0,Some other race(s),15,2175,237735,2905035,27564,0.081835503,TX
48,0,1,White only,15,81982,8694413,11645841,105835,0.746568067,TX
48,0,1,Black/African American only,15,10349,1398144,11645841,105835,0.12005522,TX
48,0,1,Native American only,15,543,50014,11645841,105835,0.00429458,TX
48,0,1,Asian only,15,5039,552318,11645841,105835,0.047426201,TX
48,0,1,Some other race(s),15,7922,950952,11645841,105835,0.081655932,TX
48,1,,White only,13,12153,1188621,1619193,16273,0.734082348,TX
48,1,,Black/African American only,13,2393,255060,1619193,16273,0.157522914,TX
48,1,,Native American only,13,144,12996,1619193,16273,0.008026221,TX
48,1,,Asian only,13,292,29724,1619193,16273,0.018357293,TX
48,1,,Some other race(s),13,1291,132792,1619193,16273,0.082011224,TX
48,1,0,White only,15,6800,641607,888284,9218,0.7222994,TX
48,1,0,Black/African American only,15,1536,158383,888284,9218,0.17830221,TX
48,1,0,Native American only,15,77,6415,888284,9218,0.007221789,TX
48,1,0,Asian only,15,137,15244,888284,9218,0.017161178,TX
48,1,0,Some other race(s),15,668,66635,888284,9218,0.075015423,TX
48,1,1,White only,15,5353,547014,730909,7055,0.748402332,TX
48,1,1,Black/African American only,15,857,96677,730909,7055,0.132269544,TX
48,1,1,Native American only,15,67,6581,730909,7055,0.009003857,TX
48,1,1,Asian only,15,155,14480,730909,7055,0.019810948,TX
48,1,1,Some other race(s),15,623,66157,730909,7055,0.09051332,TX
49,,,White only,9,14731,1492870,1704947,16322,0.875610796,UT
49,,,Black/African American only,9,100,16170,1704947,16322,0.009484166,UT
49,,,Native American only,9,240,20544,1704947,16322,0.012049641,UT
49,,,Asian only,9,392,46550,1704947,16322,0.027302902,UT
49,,,Some other race(s),9,859,128813,1704947,16322,0.075552495,UT
49,,0,White only,11,3441,331440,383155,3866,0.865028513,UT
49,,0,Black/African American only,11,25,4403,383155,3866,0.011491433,UT
49,,0,Native American only,11,79,6008,383155,3866,0.015680338,UT
49,,0,Asian only,11,119,13327,383155,3866,0.034782268,UT
49,,0,Some other race(s),11,202,27977,383155,3866,0.073017447,UT
49,,1,White only,11,11290,1161430,1321792,12456,0.87867834,UT
49,,1,Black/African American only,11,75,11767,1321792,12456,0.008902308,UT
49,,1,Native American only,11,161,14536,1321792,12456,0.010997192,UT
49,,1,Asian only,11,273,33223,1321792,12456,0.025134817,UT
49,,1,Some other race(s),11,657,100836,1321792,12456,0.076287343,UT
49,0,,White only,13,13380,1362151,1557626,14827,0.874504535,UT
49,0,,Black/African American only,13,88,14410,1557626,14827,0.009251258,UT
49,0,,Native American only,13,208,17367,1557626,14827,0.01114966,UT
49,0,,Asian only,13,366,43884,1557626,14827,0.028173644,UT
49,0,,Some other race(s),13,785,119814,1557626,14827,0.076920904,UT
49,0,0,White only,15,2739,262508,306263,3094,0.857132595,UT
49,0,0,Black/African American only,15,18,3399,306263,3094,0.011098304,UT
49,0,0,Native American only,15,63,4378,306263,3094,0.014294903,UT
49,0,0,Asian only,15,108,12221,306263,3094,0.039903612,UT
49,0,0,Some other race(s),15,166,23757,306263,3094,0.077570585,UT
49,0,1,White only,15,10641,1099643,1251363,11733,0.878756204,UT
49,0,1,Black/African American only,15,70,11011,1251363,11733,0.008799205,UT
49,0,1,Native American only,15,145,12989,1251363,11733,0.010379882,UT
49,0,1,Asian only,15,258,31663,1251363,11733,0.02530281,UT
49,0,1,Some other race(s),15,619,96057,1251363,11733,0.076761899,UT
49,1,,White only,13,1351,130719,147321,1495,0.887307309,UT
49,1,,Black/African American only,13,12,1760,147321,1495,0.011946701,UT
49,1,,Native American only,13,32,3177,147321,1495,0.021565154,UT
49,1,,Asian only,13,26,2666,147321,1495,0.018096538,UT
49,1,,Some other race(s),13,74,8999,147321,1495,0.061084299,UT
49,1,0,White only,15,702,68932,76892,772,0.896478177,UT
49,1,0,Black/African American only,15,7,1004,76892,772,0.013057275,UT
49,1,0,Native American only,15,16,1630,76892,772,0.021198564,UT
49,1,0,Asian only,15,11,1106,76892,772,0.014383811,UT
49,1,0,Some other race(s),15,36,4220,76892,772,0.054882172,UT
49,1,1,White only,15,649,61787,70429,723,0.877294864,UT
49,1,1,Black/African American only,15,5,756,70429,723,0.010734215,UT
49,1,1,Native American only,15,16,1547,70429,723,0.021965384,UT
49,1,1,Asian only,15,15,1560,70429,723,0.022149967,UT
49,1,1,Some other race(s),15,38,4779,70429,723,0.067855571,UT
50,,,White only,9,3847,380232,396390,3989,0.959237115,VT
50,,,Black/African American only,9,33,3660,396390,3989,0.009233331,VT
50,,,Native American only,9,13,1091,396390,3989,0.00275234,VT
50,,,Asian only,9,37,5309,396390,3989,0.013393375,VT
50,,,Some other race(s),9,59,6098,396390,3989,0.015383839,VT
50,,0,White only,11,830,82131,86750,883,0.946755043,VT
50,,0,Black/African American only,11,12,918,86750,883,0.010582133,VT
50,,0,Native American only,11,5,403,86750,883,0.004645533,VT
50,,0,Asian only,11,16,1922,86750,883,0.02215562,VT
50,,0,Some other race(s),11,20,1376,86750,883,0.015861672,VT
50,,1,White only,11,3017,298101,309640,3106,0.962734143,VT
50,,1,Black/African American only,11,21,2742,309640,3106,0.008855445,VT
50,,1,Native American only,11,8,688,309640,3106,0.002221935,VT
50,,1,Asian only,11,21,3387,309640,3106,0.010938509,VT
50,,1,Some other race(s),11,39,4722,309640,3106,0.015249968,VT
50,0,,White only,13,3446,338146,352358,3569,0.959666022,VT
