FIPS,Dis1,LaborForce,Educ,_TYPE_,_FREQ_,n_Est,Base_Pop,Sample,p_est,StateAB
13,,0,Some College,11,4694,482040,1537500,14839,0.313521951,GA
13,,0,Bachelors Degree or more,11,2564,238766,1537500,14839,0.155294959,GA
13,,1,Less than High School,11,3922,493581,4663168,42882,0.105846712,GA
13,,1,High School,11,10838,1233201,4663168,42882,0.264455623,GA
13,,1,Some College,11,13903,1529752,4663168,42882,0.328049944,GA
13,,1,Bachelors Degree or more,11,14219,1406634,4663168,42882,0.301647721,GA
13,0,,Less than High School,13,5342,668220,5525458,50891,0.120934771,GA
13,0,,High School,13,13061,1481855,5525458,50891,0.268186818,GA
13,0,,Some College,13,16588,1811992,5525458,50891,0.327935169,GA
13,0,,Bachelors Degree or more,13,15900,1563391,5525458,50891,0.282943242,GA
13,0,0,Less than High School,15,1806,213179,1134157,10687,0.187962513,GA
13,0,0,High School,15,3047,336159,1134157,10687,0.296395473,GA
13,0,0,Some College,15,3635,380275,1134157,10687,0.335293086,GA
13,0,0,Bachelors Degree or more,15,2199,204544,1134157,10687,0.180348929,GA
13,0,1,Less than High School,15,3536,455041,4391301,40204,0.103623277,GA
13,0,1,High School,15,10014,1145696,4391301,40204,0.260901268,GA
13,0,1,Some College,15,12953,1431717,4391301,40204,0.326034813,GA
13,0,1,Bachelors Degree or more,15,13701,1358847,4391301,40204,0.309440642,GA
13,1,,Less than High School,13,1558,147534,675210,6830,0.218500911,GA
13,1,,High School,13,2380,245867,675210,6830,0.364134121,GA
13,1,,Some College,13,2009,199800,675210,6830,0.29590794,GA
13,1,,Bachelors Degree or more,13,883,82009,675210,6830,0.121457028,GA
13,1,0,Less than High School,15,1172,108994,403343,4152,0.270226581,GA
13,1,0,High School,15,1556,158362,403343,4152,0.392623648,GA
13,1,0,Some College,15,1059,101765,403343,4152,0.25230387,GA
13,1,0,Bachelors Degree or more,15,365,34222,403343,4152,0.0848459,GA
13,1,1,Less than High School,15,386,38540,271867,2678,0.141760493,GA
13,1,1,High School,15,824,87505,271867,2678,0.321866942,GA
13,1,1,Some College,15,950,98035,271867,2678,0.360599117,GA
13,1,1,Bachelors Degree or more,15,518,47787,271867,2678,0.175773448,GA
15,,,Less than High School,9,533,55429,870252,8598,0.063693045,HI
15,,,High School,9,2369,229986,870252,8598,0.264275176,HI
15,,,Some College,9,3132,327385,870252,8598,0.376195631,HI
15,,,Bachelors Degree or more,9,2564,257452,870252,8598,0.295836149,HI
15,,0,Less than High School,11,218,22331,182679,1922,0.122241747,HI
15,,0,High School,11,587,54037,182679,1922,0.295803021,HI
15,,0,Some College,11,739,71813,182679,1922,0.393110319,HI
15,,0,Bachelors Degree or more,11,378,34498,182679,1922,0.188844914,HI
15,,1,Less than High School,11,315,33098,687573,6676,0.048137434,HI
15,,1,High School,11,1782,175949,687573,6676,0.255898646,HI
15,,1,Some College,11,2393,255572,687573,6676,0.371701623,HI
15,,1,Bachelors Degree or more,11,2186,222954,687573,6676,0.324262297,HI
15,0,,Less than High School,13,446,45813,804599,7939,0.056938922,HI
15,0,,High School,13,2160,209111,804599,7939,0.259894681,HI
15,0,,Some College,13,2883,303145,804599,7939,0.37676532,HI
15,0,,Bachelors Degree or more,13,2450,246530,804599,7939,0.306401077,HI
15,0,0,Less than High School,15,156,15356,147384,1568,0.104190414,HI
15,0,0,High School,15,466,41549,147384,1568,0.281909841,HI
15,0,0,Some College,15,615,60092,147384,1568,0.407724041,HI
15,0,0,Bachelors Degree or more,15,331,30387,147384,1568,0.206175704,HI
15,0,1,Less than High School,15,290,30457,657215,6371,0.046342521,HI
15,0,1,High School,15,1694,167562,657215,6371,0.254957662,HI
15,0,1,Some College,15,2268,243053,657215,6371,0.369822661,HI
15,0,1,Bachelors Degree or more,15,2119,216143,657215,6371,0.328877156,HI
15,1,,Less than High School,13,87,9616,65653,659,0.146467031,HI
15,1,,High School,13,209,20875,65653,659,0.317959575,HI
15,1,,Some College,13,249,24240,65653,659,0.369213897,HI
15,1,,Bachelors Degree or more,13,114,10922,65653,659,0.166359496,HI
15,1,0,Less than High School,15,62,6975,35295,354,0.19762006,HI
15,1,0,High School,15,121,12488,35295,354,0.353817821,HI
15,1,0,Some College,15,124,11721,35295,354,0.332086698,HI
15,1,0,Bachelors Degree or more,15,47,4111,35295,354,0.116475421,HI
15,1,1,Less than High School,15,25,2641,30358,305,0.086995191,HI
15,1,1,High School,15,88,8387,30358,305,0.276269847,HI
15,1,1,Some College,15,125,12519,30358,305,0.412378945,HI
15,1,1,Bachelors Degree or more,15,67,6811,30358,305,0.224356018,HI
16,,,Less than High School,9,892,98834,950127,8971,0.104021883,ID
16,,,High School,9,2526,267983,950127,8971,0.282049663,ID
16,,,Some College,9,3363,355360,950127,8971,0.374013158,ID
16,,,Bachelors Degree or more,9,2190,227950,950127,8971,0.239915296,ID
16,,0,Less than High School,11,347,34278,221391,2232,0.154830142,ID
16,,0,High School,11,665,68687,221391,2232,0.310251998,ID
16,,0,Some College,11,847,80611,221391,2232,0.364111459,ID
16,,0,Bachelors Degree or more,11,373,37815,221391,2232,0.170806401,ID
16,,1,Less than High School,11,545,64556,728736,6739,0.088586264,ID
16,,1,High School,11,1861,199296,728736,6739,0.273481755,ID
16,,1,Some College,11,2516,274749,728736,6739,0.377021308,ID
16,,1,Bachelors Degree or more,11,1817,190135,728736,6739,0.260910673,ID
16,0,,Less than High School,13,706,80966,844372,7834,0.095889016,ID
16,0,,High School,13,2135,234284,844372,7834,0.277465383,ID
16,0,,Some College,13,2943,314760,844372,7834,0.372774085,ID
16,0,,Bachelors Degree or more,13,2050,214362,844372,7834,0.253871516,ID
16,0,0,Less than High School,15,216,22129,163526,1594,0.135324046,ID
16,0,0,High School,15,444,49781,163526,1594,0.304422538,ID
16,0,0,Some College,15,624,59525,163526,1594,0.364009393,ID
16,0,0,Bachelors Degree or more,15,310,32091,163526,1594,0.196244022,ID
16,0,1,Less than High School,15,490,58837,680846,6240,0.086417487,ID
16,0,1,High School,15,1691,184503,680846,6240,0.270990797,ID
16,0,1,Some College,15,2319,255235,680846,6240,0.374879194,ID
16,0,1,Bachelors Degree or more,15,1740,182271,680846,6240,0.267712522,ID
16,1,,Less than High School,13,186,17868,105755,1137,0.168956551,ID
16,1,,High School,13,391,33699,105755,1137,0.3186516,ID
16,1,,Some College,13,420,40600,105755,1137,0.383906198,ID
16,1,,Bachelors Degree or more,13,140,13588,105755,1137,0.128485651,ID
16,1,0,Less than High School,15,131,12149,57865,638,0.209954204,ID
16,1,0,High School,15,221,18906,57865,638,0.326726,ID
16,1,0,Some College,15,223,21086,57865,638,0.364399896,ID
16,1,0,Bachelors Degree or more,15,63,5724,57865,638,0.0989199,ID
16,1,1,Less than High School,15,55,5719,47890,499,0.119419503,ID
16,1,1,High School,15,170,14793,47890,499,0.308895385,ID
16,1,1,Some College,15,197,19514,47890,499,0.407475465,ID
16,1,1,Bachelors Degree or more,15,77,7864,47890,499,0.164209647,ID
17,,,Less than High School,9,7329,859259,8029912,77542,0.107007275,IL
17,,,High School,9,19855,2021296,8029912,77542,0.251720816,IL
17,,,Some College,9,25536,2617472,8029912,77542,0.325965216,IL
17,,,Bachelors Degree or more,9,24822,2531885,8029912,77542,0.315306693,IL
17,,0,Less than High School,11,2901,324805,1684505,16649,0.192819256,IL
17,,0,High School,11,5168,510848,1684505,16649,0.303262976,IL
17,,0,Some College,11,5301,528370,1684505,16649,0.313664845,IL
17,,0,Bachelors Degree or more,11,3279,320482,1684505,16649,0.190252923,IL
17,,1,Less than High School,11,4428,534454,6345407,60893,0.084226906,IL
17,,1,High School,11,14687,1510448,6345407,60893,0.238038001,IL
17,,1,Some College,11,20235,2089102,6345407,60893,0.329230576,IL
17,,1,Bachelors Degree or more,11,21543,2211403,6345407,60893,0.348504517,IL
17,0,,Less than High School,13,5906,716174,7306828,70061,0.09801435,IL
17,0,,High School,13,17255,1776180,7306828,70061,0.243084961,IL
17,0,,Some College,13,23129,2387577,7306828,70061,0.32675971,IL
17,0,,Bachelors Degree or more,13,23771,2426897,7306828,70061,0.332140978,IL
17,0,0,Less than High School,15,1915,226003,1282468,12452,0.17622506,IL
17,0,0,High School,15,3613,361824,1282468,12452,0.282131016,IL
17,0,0,Some College,15,4043,413743,1282468,12452,0.322614677,IL
17,0,0,Bachelors Degree or more,15,2881,280898,1282468,12452,0.219029247,IL
17,0,1,Less than High School,15,3991,490171,6024360,57609,0.081364826,IL
17,0,1,High School,15,13642,1414356,6024360,57609,0.234772822,IL
17,0,1,Some College,15,19086,1973834,6024360,57609,0.327642106,IL
17,0,1,Bachelors Degree or more,15,20890,2145999,6024360,57609,0.356220246,IL
17,1,,Less than High School,13,1423,143085,723084,7481,0.197881574,IL
17,1,,High School,13,2600,245116,723084,7481,0.338986895,IL
17,1,,Some College,13,2407,229895,723084,7481,0.317936782,IL
17,1,,Bachelors Degree or more,13,1051,104988,723084,7481,0.145194749,IL
17,1,0,Less than High School,15,986,98802,402037,4197,0.2457535,IL
17,1,0,High School,15,1555,149024,402037,4197,0.370672351,IL
17,1,0,Some College,15,1258,114627,402037,4197,0.285115549,IL
17,1,0,Bachelors Degree or more,15,398,39584,402037,4197,0.0984586,IL
17,1,1,Less than High School,15,437,44283,321047,3284,0.137933075,IL
17,1,1,High School,15,1045,96092,321047,3284,0.299308201,IL
17,1,1,Some College,15,1149,115268,321047,3284,0.359037773,IL
17,1,1,Bachelors Degree or more,15,653,65404,321047,3284,0.203720951,IL
18,,,Less than High School,9,4265,462727,4013119,39474,0.115303583,IN
18,,,High School,9,12911,1285168,4013119,39474,0.320241687,IN
18,,,Some College,9,13276,1345762,4013119,39474,0.335340666,IN
18,,,Bachelors Degree or more,9,9022,919462,4013119,39474,0.229114063,IN
18,,0,Less than High School,11,1869,197241,934111,9515,0.211153707,IN
18,,0,High School,11,3484,327362,934111,9515,0.350452998,IN
18,,0,Some College,11,3009,289360,934111,9515,0.309770466,IN
18,,0,Bachelors Degree or more,11,1153,120148,934111,9515,0.12862283,IN
18,,1,Less than High School,11,2396,265486,3079008,29959,0.086224524,IN
18,,1,High School,11,9427,957806,3079008,29959,0.311076165,IN
18,,1,Some College,11,10267,1056402,3079008,29959,0.343098167,IN
18,,1,Bachelors Degree or more,11,7869,799314,3079008,29959,0.259601144,IN
18,0,,Less than High School,13,3169,353541,3520355,34340,0.100427656,IN
18,0,,High School,13,10875,1094829,3520355,34340,0.310999601,IN
18,0,,Some College,13,11766,1202978,3520355,34340,0.34172065,IN
18,0,,Bachelors Degree or more,13,8530,869007,3520355,34340,0.246852093,IN
18,0,0,Less than High School,15,1072,117097,646367,6485,0.181161786,IN
18,0,0,High School,15,2221,213410,646367,6485,0.330168465,IN
18,0,0,Some College,15,2209,213311,646367,6485,0.330015301,IN
18,0,0,Bachelors Degree or more,15,983,102549,646367,6485,0.158654449,IN
18,0,1,Less than High School,15,2097,236444,2873988,27855,0.082270351,IN
18,0,1,High School,15,8654,881419,2873988,27855,0.306688476,IN
18,0,1,Some College,15,9557,989667,2873988,27855,0.344353212,IN
18,0,1,Bachelors Degree or more,15,7547,766458,2873988,27855,0.266687961,IN
18,1,,Less than High School,13,1096,109186,492764,5134,0.221578687,IN
18,1,,High School,13,2036,190339,492764,5134,0.386268072,IN
18,1,,Some College,13,1510,142784,492764,5134,0.289761427,IN
18,1,,Bachelors Degree or more,13,492,50455,492764,5134,0.102391814,IN
18,1,0,Less than High School,15,797,80144,287744,3030,0.278525356,IN
18,1,0,High School,15,1263,113952,287744,3030,0.396018683,IN
18,1,0,Some College,15,800,76049,287744,3030,0.264293956,IN
18,1,0,Bachelors Degree or more,15,170,17599,287744,3030,0.061162005,IN
18,1,1,Less than High School,15,299,29042,205020,2104,0.141654473,IN
18,1,1,High School,15,773,76387,205020,2104,0.372583163,IN
18,1,1,Some College,15,710,66735,205020,2104,0.325504829,IN
18,1,1,Bachelors Degree or more,15,322,32856,205020,2104,0.160257536,IN
19,,,Less than High School,9,1229,139204,1870569,18448,0.074417998,IA
19,,,High School,9,5640,535124,1870569,18448,0.28607552,IA
19,,,Some College,9,7269,715056,1870569,18448,0.382266572,IA
19,,,Bachelors Degree or more,9,4310,481185,1870569,18448,0.257239909,IA
19,,0,Less than High School,11,453,49546,348036,3471,0.142358836,IA
19,,0,High School,11,1205,111376,348036,3471,0.320012872,IA
19,,0,Some College,11,1326,134108,348036,3471,0.385327955,IA
19,,0,Bachelors Degree or more,11,487,53006,348036,3471,0.152300337,IA
19,,1,Less than High School,11,776,89658,1522533,14977,0.058887394,IA
19,,1,High School,11,4435,423748,1522533,14977,0.278317777,IA
19,,1,Some College,11,5943,580948,1522533,14977,0.381566771,IA
19,,1,Bachelors Degree or more,11,3823,428179,1522533,14977,0.281228059,IA
19,0,,Less than High School,13,1001,113611,1680445,16567,0.067607687,IA
19,0,,High School,13,4812,456398,1680445,16567,0.271593536,IA
19,0,,Some College,13,6658,653999,1680445,16567,0.389182032,IA
19,0,,Bachelors Degree or more,13,4096,456437,1680445,16567,0.271616744,IA
19,0,0,Less than High School,15,294,32303,251930,2491,0.128222125,IA
19,0,0,High School,15,756,70756,251930,2491,0.280855793,IA
19,0,0,Some College,15,1032,104893,251930,2491,0.416357718,IA
19,0,0,Bachelors Degree or more,15,409,43978,251930,2491,0.174564363,IA
19,0,1,Less than High School,15,707,81308,1428515,14076,0.056917848,IA
19,0,1,High School,15,4056,385642,1428515,14076,0.269960063,IA
19,0,1,Some College,15,5626,549106,1428515,14076,0.384389383,IA
19,0,1,Bachelors Degree or more,15,3687,412459,1428515,14076,0.288732705,IA
19,1,,Less than High School,13,228,25593,190124,1881,0.134612148,IA
19,1,,High School,13,828,78726,190124,1881,0.414077129,IA
19,1,,Some College,13,611,61057,190124,1881,0.321143044,IA
19,1,,Bachelors Degree or more,13,214,24748,190124,1881,0.13016768,IA
19,1,0,Less than High School,15,159,17243,96106,980,0.179416478,IA
19,1,0,High School,15,449,40620,96106,980,0.422658315,IA
19,1,0,Some College,15,294,29215,96106,980,0.303987264,IA
19,1,0,Bachelors Degree or more,15,78,9028,96106,980,0.093937944,IA
19,1,1,Less than High School,15,69,8350,94018,901,0.088812781,IA
19,1,1,High School,15,379,38106,94018,901,0.405305367,IA
19,1,1,Some College,15,317,31842,94018,901,0.338679827,IA
19,1,1,Bachelors Degree or more,15,136,15720,94018,901,0.167202025,IA
20,,,Less than High School,9,1416,164136,1745869,16897,0.094013927,KS
20,,,High School,9,4284,414502,1745869,16897,0.23741873,KS
20,,,Some College,9,6354,656523,1745869,16897,0.376043678,KS
20,,,Bachelors Degree or more,9,4843,510708,1745869,16897,0.292523666,KS
20,,0,Less than High School,11,502,51129,348367,3569,0.146767633,KS
20,,0,High School,11,1055,99398,348367,3569,0.285325533,KS
20,,0,Some College,11,1382,136903,348367,3569,0.392984984,KS
20,,0,Bachelors Degree or more,11,630,60937,348367,3569,0.17492185,KS
20,,1,Less than High School,11,914,113007,1397502,13328,0.080863569,KS
20,,1,High School,11,3229,315104,1397502,13328,0.2254766,KS
20,,1,Some College,11,4972,519620,1397502,13328,0.371820577,KS
20,,1,Bachelors Degree or more,11,4213,449771,1397502,13328,0.321839253,KS
20,0,,Less than High School,13,1151,137765,1567767,15006,0.087873389,KS
20,0,,High School,13,3598,354684,1567767,15006,0.226235149,KS
20,0,,Some College,13,5650,587818,1567767,15006,0.374939644,KS
20,0,,Bachelors Degree or more,13,4607,487500,1567767,15006,0.310951819,KS
20,0,0,Less than High School,15,324,34737,255196,2542,0.136118905,KS
20,0,0,High School,15,662,64825,255196,2542,0.254020439,KS
20,0,0,Some College,15,1015,103183,255196,2542,0.404328438,KS
20,0,0,Bachelors Degree or more,15,541,52451,255196,2542,0.205532218,KS
20,0,1,Less than High School,15,827,103028,1312571,12464,0.078493278,KS
20,0,1,High School,15,2936,289859,1312571,12464,0.220833006,KS
20,0,1,Some College,15,4635,484635,1312571,12464,0.369225741,KS
20,0,1,Bachelors Degree or more,15,4066,435049,1312571,12464,0.331447975,KS
20,1,,Less than High School,13,265,26371,178102,1891,0.148066838,KS
20,1,,High School,13,686,59818,178102,1891,0.335863719,KS
20,1,,Some College,13,704,68705,178102,1891,0.385762091,KS
20,1,,Bachelors Degree or more,13,236,23208,178102,1891,0.130307352,KS
20,1,0,Less than High School,15,178,16392,93171,1027,0.175934572,KS
20,1,0,High School,15,393,34573,93171,1027,0.371070397,KS
20,1,0,Some College,15,367,33720,93171,1027,0.361915188,KS
20,1,0,Bachelors Degree or more,15,89,8486,93171,1027,0.091079842,KS
20,1,1,Less than High School,15,87,9979,84931,864,0.117495379,KS
20,1,1,High School,15,293,25245,84931,864,0.29724129,KS
20,1,1,Some College,15,337,34985,84931,864,0.41192262,KS
20,1,1,Bachelors Degree or more,15,147,14722,84931,864,0.173340712,KS
21,,,Less than High School,9,3203,355800,2703702,26671,0.131597343,KY
21,,,High School,9,8440,862997,2703702,26671,0.319190872,KY
21,,,Some College,9,8599,892827,2703702,26671,0.330223893,KY
21,,,Bachelors Degree or more,9,6429,592078,2703702,26671,0.218987891,KY
21,,0,Less than High School,11,1709,185275,747238,7571,0.247946437,KY
21,,0,High School,11,2701,264021,747238,7571,0.353329194,KY
21,,0,Some College,11,2189,212292,747238,7571,0.284102254,KY
21,,0,Bachelors Degree or more,11,972,85650,747238,7571,0.114622115,KY
21,,1,Less than High School,11,1494,170525,1956464,19100,0.087159794,KY
21,,1,High School,11,5739,598976,1956464,19100,0.306152324,KY
21,,1,Some College,11,6410,680535,1956464,19100,0.347839265,KY
21,,1,Bachelors Degree or more,11,5457,506428,1956464,19100,0.258848617,KY
21,0,,Less than High School,13,2154,248484,2283978,22450,0.108794393,KY
21,0,,High School,13,6819,704568,2283978,22450,0.308482831,KY
21,0,,Some College,13,7461,778229,2283978,22450,0.340734018,KY
21,0,,Bachelors Degree or more,13,6016,552697,2283978,22450,0.241988758,KY
21,0,0,Less than High School,15,859,97815,469501,4745,0.208338214,KY
21,0,0,High School,15,1595,157531,469501,4745,0.335528572,KY
21,0,0,Some College,15,1499,145942,469501,4745,0.310844918,KY
21,0,0,Bachelors Degree or more,15,792,68213,469501,4745,0.145288295,KY
21,0,1,Less than High School,15,1295,150669,1814477,17705,0.083037151,KY
21,0,1,High School,15,5224,547037,1814477,17705,0.30148467,KY
21,0,1,Some College,15,5962,632287,1814477,17705,0.348467906,KY
21,0,1,Bachelors Degree or more,15,5224,484484,1814477,17705,0.267010274,KY
21,1,,Less than High School,13,1049,107316,419724,4221,0.255682306,KY
21,1,,High School,13,1621,158429,419724,4221,0.37745995,KY
21,1,,Some College,13,1138,114598,419724,4221,0.273031802,KY
21,1,,Bachelors Degree or more,13,413,39381,419724,4221,0.093825943,KY
21,1,0,Less than High School,15,850,87460,277737,2826,0.314902228,KY
21,1,0,High School,15,1106,106490,277737,2826,0.383420286,KY
21,1,0,Some College,15,690,66350,277737,2826,0.23889507,KY
21,1,0,Bachelors Degree or more,15,180,17437,277737,2826,0.062782417,KY
21,1,1,Less than High School,15,199,19856,141987,1395,0.139843789,KY
21,1,1,High School,15,515,51939,141987,1395,0.365801095,KY
21,1,1,Some College,15,448,48248,141987,1395,0.339805757,KY
21,1,1,Bachelors Degree or more,15,233,21944,141987,1395,0.15454936,KY
22,,,Less than High School,9,3773,437175,2842516,26238,0.153798607,LA
22,,,High School,9,8302,925189,2842516,26238,0.325482425,LA
22,,,Some College,9,8004,871915,2842516,26238,0.306740578,LA
22,,,Bachelors Degree or more,9,6159,608237,2842516,26238,0.213978391,LA
22,,0,Less than High School,11,1759,199587,765224,7206,0.260821668,LA
22,,0,High School,11,2512,269571,765224,7206,0.352277242,LA
22,,0,Some College,11,1996,203890,765224,7206,0.266444858,LA
22,,0,Bachelors Degree or more,11,939,92176,765224,7206,0.120456232,LA
22,,1,Less than High School,11,2014,237588,2077292,19032,0.114373906,LA
22,,1,High School,11,5790,655618,2077292,19032,0.315611864,LA
22,,1,Some College,11,6008,668025,2077292,19032,0.321584544,LA
22,,1,Bachelors Degree or more,11,5220,516061,2077292,19032,0.248429686,LA
22,0,,Less than High School,13,2727,327980,2474009,22513,0.132570253,LA
22,0,,High School,13,6972,791093,2474009,22513,0.319761569,LA
22,0,,Some College,13,7053,781508,2474009,22513,0.315887291,LA
22,0,,Bachelors Degree or more,13,5761,573428,2474009,22513,0.231780887,LA
22,0,0,Less than High School,15,986,118386,538018,4906,0.220040965,LA
22,0,0,High School,15,1667,183545,538018,4906,0.341150296,LA
22,0,0,Some College,15,1485,158385,538018,4906,0.294386061,LA
22,0,0,Bachelors Degree or more,15,768,77702,538018,4906,0.144422677,LA
22,0,1,Less than High School,15,1741,209594,1935991,17607,0.108261867,LA
22,0,1,High School,15,5305,607548,1935991,17607,0.313817575,LA
22,0,1,Some College,15,5568,623123,1935991,17607,0.32186255,LA
22,0,1,Bachelors Degree or more,15,4993,495726,1935991,17607,0.256058009,LA
22,1,,Less than High School,13,1046,109195,368507,3725,0.296317302,LA
22,1,,High School,13,1330,134096,368507,3725,0.363889967,LA
22,1,,Some College,13,951,90407,368507,3725,0.245333196,LA
22,1,,Bachelors Degree or more,13,398,34809,368507,3725,0.094459535,LA
22,1,0,Less than High School,15,773,81201,227206,2300,0.35738933,LA
22,1,0,High School,15,845,86026,227206,2300,0.378625565,LA
22,1,0,Some College,15,511,45505,227206,2300,0.200280802,LA
22,1,0,Bachelors Degree or more,15,171,14474,227206,2300,0.063704304,LA
22,1,1,Less than High School,15,273,27994,141301,1425,0.198116078,LA
22,1,1,High School,15,485,48070,141301,1425,0.340195752,LA
22,1,1,Some College,15,440,44902,141301,1425,0.317775529,LA
22,1,1,Bachelors Degree or more,15,227,20335,141301,1425,0.14391264,LA
23,,,Less than High School,9,483,50230,829100,7753,0.060583766,ME
23,,,High School,9,2586,271240,829100,7753,0.327149922,ME
23,,,Some College,9,2784,294886,829100,7753,0.355670004,ME
23,,,Bachelors Degree or more,9,1900,212744,829100,7753,0.256596309,ME
23,,0,Less than High School,11,228,24803,187729,1947,0.132121303,ME
23,,0,High School,11,778,74219,187729,1947,0.39535181,ME
23,,0,Some College,11,669,59407,187729,1947,0.316450841,ME
23,,0,Bachelors Degree or more,11,272,29300,187729,1947,0.156076046,ME
23,,1,Less than High School,11,255,25427,641371,5806,0.039644761,ME
23,,1,High School,11,1808,197021,641371,5806,0.30718726,ME
23,,1,Some College,11,2115,235479,641371,5806,0.367149435,ME
23,,1,Bachelors Degree or more,11,1628,183444,641371,5806,0.286018545,ME
23,0,,Less than High School,13,347,33664,707616,6608,0.047573825,ME
23,0,,High School,13,2037,214523,707616,6608,0.303163015,ME
23,0,,Some College,13,2446,260790,707616,6608,0.368547348,ME
23,0,,Bachelors Degree or more,13,1778,198639,707616,6608,0.280715812,ME
23,0,0,Less than High School,15,124,11479,112355,1225,0.102167238,ME
23,0,0,High School,15,411,37558,112355,1225,0.334279738,ME
23,0,0,Some College,15,465,40898,112355,1225,0.364006942,ME
23,0,0,Bachelors Degree or more,15,225,22420,112355,1225,0.199546082,ME
23,0,1,Less than High School,15,223,22185,595261,5383,0.037269366,ME
23,0,1,High School,15,1626,176965,595261,5383,0.29728976,ME
23,0,1,Some College,15,1981,219892,595261,5383,0.369404345,ME
23,0,1,Bachelors Degree or more,15,1553,176219,595261,5383,0.296036529,ME
23,1,,Less than High School,13,136,16566,121484,1145,0.136363636,ME
23,1,,High School,13,549,56717,121484,1145,0.466868065,ME
23,1,,Some College,13,338,34096,121484,1145,0.280662474,ME
23,1,,Bachelors Degree or more,13,122,14105,121484,1145,0.116105825,ME
23,1,0,Less than High School,15,104,13324,75374,722,0.176771831,ME
23,1,0,High School,15,367,36661,75374,722,0.486387879,ME
23,1,0,Some College,15,204,18509,75374,722,0.24556213,ME
23,1,0,Bachelors Degree or more,15,47,6880,75374,722,0.09127816,ME
23,1,1,Less than High School,15,32,3242,46110,423,0.070310128,ME
23,1,1,High School,15,182,20056,46110,423,0.434959879,ME
23,1,1,Some College,15,134,15587,46110,423,0.338039471,ME
23,1,1,Bachelors Degree or more,15,75,7225,46110,423,0.156690523,ME
24,,,Less than High School,9,2861,342703,3750542,36185,0.09137426,MD
24,,,High School,9,8591,947199,3750542,36185,0.252549898,MD
24,,,Some College,9,10642,1133019,3750542,36185,0.302094737,MD
24,,,Bachelors Degree or more,9,14091,1327621,3750542,36185,0.353981105,MD
24,,0,Less than High School,11,1012,116059,700236,6994,0.165742693,MD
24,,0,High School,11,2008,210095,700236,6994,0.30003456,MD
24,,0,Some College,11,2399,233336,700236,6994,0.333224799,MD
24,,0,Bachelors Degree or more,11,1575,140746,700236,6994,0.200997949,MD
24,,1,Less than High School,11,1849,226644,3050306,29191,0.074302054,MD
24,,1,High School,11,6583,737104,3050306,29191,0.241649199,MD
24,,1,Some College,11,8243,899683,3050306,29191,0.294948441,MD
24,,1,Bachelors Degree or more,11,12516,1186875,3050306,29191,0.389100307,MD
24,0,,Less than High School,13,2292,283104,3428610,32956,0.082571071,MD
24,0,,High School,13,7471,833738,3428610,32956,0.243170848,MD
24,0,,Some College,13,9721,1039266,3428610,32956,0.30311584,MD
24,0,,Bachelors Degree or more,13,13472,1272502,3428610,32956,0.371142241,MD
24,0,0,Less than High School,15,625,76472,534027,5345,0.143198752,MD
24,0,0,High School,15,1379,144737,534027,5345,0.271029367,MD
24,0,0,Some College,15,1964,190097,534027,5345,0.355968893,MD
24,0,0,Bachelors Degree or more,15,1377,122721,534027,5345,0.229802988,MD
24,0,1,Less than High School,15,1667,206632,2894583,27611,0.071385758,MD
24,0,1,High School,15,6092,689001,2894583,27611,0.238031178,MD
24,0,1,Some College,15,7757,849169,2894583,27611,0.293364882,MD
24,0,1,Bachelors Degree or more,15,12095,1149781,2894583,27611,0.397218183,MD
24,1,,Less than High School,13,569,59599,321932,3229,0.185129158,MD
24,1,,High School,13,1120,113461,321932,3229,0.352437782,MD
24,1,,Some College,13,921,93753,321932,3229,0.291219885,MD
24,1,,Bachelors Degree or more,13,619,55119,321932,3229,0.171213176,MD
24,1,0,Less than High School,15,387,39587,166209,1649,0.238176031,MD
24,1,0,High School,15,629,65358,166209,1649,0.393227804,MD
24,1,0,Some College,15,435,43239,166209,1649,0.260148367,MD
24,1,0,Bachelors Degree or more,15,198,18025,166209,1649,0.108447798,MD
24,1,1,Less than High School,15,182,20012,155723,1580,0.128510239,MD
24,1,1,High School,15,491,48103,155723,1580,0.308901062,MD
24,1,1,Some College,15,486,50514,155723,1580,0.324383681,MD
24,1,1,Bachelors Degree or more,15,421,37094,155723,1580,0.238205018,MD
25,,,Less than High School,9,3100,352375,4277497,42728,0.082378784,MA
25,,,High School,9,9662,1051684,4277497,42728,0.245864345,MA
25,,,Some College,9,12176,1204639,4277497,42728,0.281622407,MA
25,,,Bachelors Degree or more,9,17790,1668799,4277497,42728,0.390134464,MA
25,,0,Less than High School,11,1255,139653,851824,8795,0.163945839,MA
25,,0,High School,11,2430,248167,851824,8795,0.291336004,MA
25,,0,Some College,11,2854,257386,851824,8795,0.302158662,MA
25,,0,Bachelors Degree or more,11,2256,206618,851824,8795,0.242559496,MA
25,,1,Less than High School,11,1845,212722,3425673,33933,0.062096411,MA
25,,1,High School,11,7232,803517,3425673,33933,0.234557414,MA
25,,1,Some College,11,9322,947253,3425673,33933,0.276515885,MA
25,,1,Bachelors Degree or more,11,15534,1462181,3425673,33933,0.42683029,MA
25,0,,Less than High School,13,2249,266355,3884106,38733,0.068575626,MA
25,0,,High School,13,8387,918166,3884106,38733,0.236390562,MA
25,0,,Some College,13,11007,1092609,3884106,38733,0.28130257,MA
25,0,,Bachelors Degree or more,13,17090,1606976,3884106,38733,0.413731242,MA
