FIPS,Dis1,LaborForce,Educ,_TYPE_,_FREQ_,n_Est,Base_Pop,Sample,p_est,StateAB
44,0,1,High School,15,1136,121663,508452,4998,0.2392811908,RI
44,0,1,Some College,15,1633,169375,508452,4998,0.3331189571,RI
44,0,1,Bachelors Degree or more,15,1890,175796,508452,4998,0.3457474845,RI
44,1,,Less than High School,13,160,15580,66759,683,0.2333767732,RI
44,1,,High School,13,210,22892,66759,683,0.3429050765,RI
44,1,,Some College,13,207,19272,66759,683,0.288680178,RI
44,1,,Bachelors Degree or more,13,106,9015,66759,683,0.1350379724,RI
44,1,0,Less than High School,15,109,10498,39164,377,0.2680522929,RI
44,1,0,High School,15,123,15032,39164,377,0.3838218772,RI
44,1,0,Some College,15,107,10387,39164,377,0.2652180574,RI
44,1,0,Bachelors Degree or more,15,38,3247,39164,377,0.0829077724,RI
44,1,1,Less than High School,15,51,5082,27595,306,0.1841637978,RI
44,1,1,High School,15,87,7860,27595,306,0.2848342091,RI
44,1,1,Some College,15,100,8885,27595,306,0.3219786193,RI
44,1,1,Bachelors Degree or more,15,68,5768,27595,306,0.2090233738,RI
45,,,Less than High School,9,3216,379428,2927141,27865,0.129624094,SC
45,,,High School,9,7746,831991,2927141,27865,0.2842333184,SC
45,,,Some College,9,9645,1016421,2927141,27865,0.347240191,SC
45,,,Bachelors Degree or more,9,7258,699301,2927141,27865,0.2389023966,SC
45,,0,Less than High School,11,1481,161602,738302,7473,0.2188833296,SC
45,,0,High School,11,2243,223477,738302,7473,0.3026904979,SC
45,,0,Some College,11,2520,241511,738302,7473,0.3271168167,SC
45,,0,Bachelors Degree or more,11,1229,111712,738302,7473,0.1513093558,SC
45,,1,Less than High School,11,1735,217826,2188839,20392,0.0995166844,SC
45,,1,High School,11,5503,608514,2188839,20392,0.2780076561,SC
45,,1,Some College,11,7125,774910,2188839,20392,0.3540278659,SC
45,,1,Bachelors Degree or more,11,6029,587589,2188839,20392,0.2684477936,SC
45,0,,Less than High School,13,2335,293833,2563666,24095,0.1146143842,SC
45,0,,High School,13,6454,705955,2563666,24095,0.2753693344,SC
45,0,,Some College,13,8508,907117,2563666,24095,0.3538358741,SC
45,0,,Bachelors Degree or more,13,6798,656761,2563666,24095,0.2561804073,SC
45,0,0,Less than High School,15,815,100559,513852,5086,0.1956964262,SC
45,0,0,High School,15,1391,141015,513852,5086,0.274427267,SC
45,0,0,Some College,15,1878,180591,513852,5086,0.3514455524,SC
45,0,0,Bachelors Degree or more,15,1002,91687,513852,5086,0.1784307544,SC
45,0,1,Less than High School,15,1520,193274,2049814,19009,0.094288555,SC
45,0,1,High School,15,5063,564940,2049814,19009,0.275605494,SC
45,0,1,Some College,15,6630,726526,2049814,19009,0.3544350853,SC
45,0,1,Bachelors Degree or more,15,5796,565074,2049814,19009,0.2756708657,SC
45,1,,Less than High School,13,881,85595,363475,3770,0.235490749,SC
45,1,,High School,13,1292,126036,363475,3770,0.3467528716,SC
45,1,,Some College,13,1137,109304,363475,3770,0.3007194443,SC
45,1,,Bachelors Degree or more,13,460,42540,363475,3770,0.1170369351,SC
45,1,0,Less than High School,15,666,61043,224450,2387,0.2719670305,SC
45,1,0,High School,15,852,82462,224450,2387,0.3673958565,SC
45,1,0,Some College,15,642,60920,224450,2387,0.2714190243,SC
45,1,0,Bachelors Degree or more,15,227,20025,224450,2387,0.0892180887,SC
45,1,1,Less than High School,15,215,24552,139025,1383,0.1766013307,SC
45,1,1,High School,15,440,43574,139025,1383,0.3134256429,SC
45,1,1,Some College,15,495,48384,139025,1383,0.3480237367,SC
45,1,1,Bachelors Degree or more,15,233,22515,139025,1383,0.1619492897,SC
46,,,Less than High School,9,357,38439,507331,4900,0.0757671027,SD
46,,,High School,9,1504,148373,507331,4900,0.2924579811,SD
46,,,Some College,9,1878,193107,507331,4900,0.3806331567,SD
46,,,Bachelors Degree or more,9,1161,127412,507331,4900,0.2511417595,SD
46,,0,Less than High School,11,121,10629,88656,913,0.1198903628,SD
46,,0,High School,11,315,27798,88656,913,0.3135489984,SD
46,,0,Some College,11,345,35626,88656,913,0.4018453348,SD
46,,0,Bachelors Degree or more,11,132,14603,88656,913,0.1647153041,SD
46,,1,Less than High School,11,236,27810,418675,3987,0.0664238371,SD
46,,1,High School,11,1189,120575,418675,3987,0.2879918791,SD
46,,1,Some College,11,1533,157481,418675,3987,0.3761413985,SD
46,,1,Bachelors Degree or more,11,1029,112809,418675,3987,0.2694428853,SD
46,0,,Less than High School,13,283,31106,449831,4359,0.0691504143,SD
46,0,,High School,13,1299,128154,449831,4359,0.2848936601,SD
46,0,,Some College,13,1678,170128,449831,4359,0.3782042589,SD
46,0,,Bachelors Degree or more,13,1099,120443,449831,4359,0.2677516667,SD
46,0,0,Less than High School,15,77,6877,61615,648,0.111612432,SD
46,0,0,High School,15,211,18591,61615,648,0.3017284752,SD
46,0,0,Some College,15,259,25463,61615,648,0.4132597582,SD
46,0,0,Bachelors Degree or more,15,101,10684,61615,648,0.1733993346,SD
46,0,1,Less than High School,15,206,24229,388216,3711,0.0624111319,SD
46,0,1,High School,15,1088,109563,388216,3711,0.2822217528,SD
46,0,1,Some College,15,1419,144665,388216,3711,0.3726404888,SD
46,0,1,Bachelors Degree or more,15,998,109759,388216,3711,0.2827266264,SD
46,1,,Less than High School,13,74,7333,57500,541,0.1275304348,SD
46,1,,High School,13,205,20219,57500,541,0.3516347826,SD
46,1,,Some College,13,200,22979,57500,541,0.3996347826,SD
46,1,,Bachelors Degree or more,13,62,6969,57500,541,0.1212,SD
46,1,0,Less than High School,15,44,3752,27041,265,0.1387522651,SD
46,1,0,High School,15,104,9207,27041,265,0.3404829703,SD
46,1,0,Some College,15,86,10163,27041,265,0.3758366924,SD
46,1,0,Bachelors Degree or more,15,31,3919,27041,265,0.1449280722,SD
46,1,1,Less than High School,15,30,3581,30459,276,0.1175678781,SD
46,1,1,High School,15,101,11012,30459,276,0.3615351784,SD
46,1,1,Some College,15,114,12816,30459,276,0.4207623363,SD
46,1,1,Bachelors Degree or more,15,31,3050,30459,276,0.1001346072,SD
47,,,Less than High School,9,4330,473789,4002481,38926,0.1183738286,TN
47,,,High School,9,12585,1310523,4002481,38926,0.327427663,TN
47,,,Some College,9,12212,1265712,4002481,38926,0.3162318572,TN
47,,,Bachelors Degree or more,9,9799,952457,4002481,38926,0.2379666512,TN
47,,0,Less than High School,11,2056,218469,1016509,10465,0.2149208713,TN
47,,0,High School,11,3747,363123,1016509,10465,0.3572255632,TN
47,,0,Some College,11,3125,294729,1016509,10465,0.2899423419,TN
47,,0,Bachelors Degree or more,11,1537,140188,1016509,10465,0.1379112236,TN
47,,1,Less than High School,11,2274,255320,2985972,28461,0.085506495,TN
47,,1,High School,11,8838,947400,2985972,28461,0.3172836182,TN
47,,1,Some College,11,9087,970983,2985972,28461,0.3251815489,TN
47,,1,Bachelors Degree or more,11,8262,812269,2985972,28461,0.2720283378,TN
47,0,,Less than High School,13,3013,336543,3445274,33203,0.0976825065,TN
47,0,,High School,13,10321,1098447,3445274,33203,0.3188271818,TN
47,0,,Some College,13,10642,1114228,3445274,33203,0.3234076593,TN
47,0,,Bachelors Degree or more,13,9227,896056,3445274,33203,0.2600826524,TN
47,0,0,Less than High School,15,1034,111698,660481,6781,0.1691161441,TN
47,0,0,High School,15,2243,223605,660481,6781,0.3385487243,TN
47,0,0,Some College,15,2220,209034,660481,6781,0.3164875295,TN
47,0,0,Bachelors Degree or more,15,1284,116144,660481,6781,0.175847602,TN
47,0,1,Less than High School,15,1979,224845,2784793,26422,0.080740292,TN
47,0,1,High School,15,8078,874842,2784793,26422,0.3141497411,TN
47,0,1,Some College,15,8422,905194,2784793,26422,0.3250489354,TN
47,0,1,Bachelors Degree or more,15,7943,779912,2784793,26422,0.2800610315,TN
47,1,,Less than High School,13,1317,137246,557207,5723,0.2463106171,TN
47,1,,High School,13,2264,212076,557207,5723,0.3806054124,TN
47,1,,Some College,13,1570,151484,557207,5723,0.2718630599,TN
47,1,,Bachelors Degree or more,13,572,56401,557207,5723,0.1012209107,TN
47,1,0,Less than High School,15,1022,106771,356028,3684,0.2998949521,TN
47,1,0,High School,15,1504,139518,356028,3684,0.3918736729,TN
47,1,0,Some College,15,905,85695,356028,3684,0.2406973609,TN
47,1,0,Bachelors Degree or more,15,253,24044,356028,3684,0.0675340142,TN
47,1,1,Less than High School,15,295,30475,201179,2039,0.1514820135,TN
47,1,1,High School,15,760,72558,201179,2039,0.3606638864,TN
47,1,1,Some College,15,665,65789,201179,2039,0.3270172334,TN
47,1,1,Bachelors Degree or more,15,319,32357,201179,2039,0.1608368667,TN
48,,,Less than High School,9,22174,2673771,16170069,149672,0.1653530978,TX
48,,,High School,9,37396,4157036,16170069,149672,0.2570821436,TX
48,,,Some College,9,48548,5240683,16170069,149672,0.3240977512,TX
48,,,Bachelors Degree or more,9,41554,4098579,16170069,149672,0.2534670075,TX
48,,0,Less than High School,11,8466,953488,3793319,36782,0.251359825,TX
48,,0,High School,11,10376,1080714,3793319,36782,0.284899319,TX
48,,0,Some College,11,11754,1182065,3793319,36782,0.3116176098,TX
48,,0,Bachelors Degree or more,11,6186,577052,3793319,36782,0.1521232462,TX
48,,1,Less than High School,11,13708,1720283,12376750,112890,0.1389931121,TX
48,,1,High School,11,27020,3076322,12376750,112890,0.2485565274,TX
48,,1,Some College,11,36794,4058618,12376750,112890,0.3279227584,TX
48,,1,Bachelors Degree or more,11,35368,3521527,12376750,112890,0.2845276022,TX
48,0,,Less than High School,13,18420,2277727,14550876,133399,0.1565353866,TX
48,0,,High School,13,32146,3640822,14550876,133399,0.2502132518,TX
48,0,,Some College,13,43428,4739878,14550876,133399,0.3257451991,TX
48,0,,Bachelors Degree or more,13,39405,3892449,14550876,133399,0.2675061625,TX
48,0,0,Less than High School,15,5912,696571,2905035,27564,0.2397805878,TX
48,0,0,High School,15,7193,769571,2905035,27564,0.2649093729,TX
48,0,0,Some College,15,9095,940319,2905035,27564,0.3236859453,TX
48,0,0,Bachelors Degree or more,15,5364,498574,2905035,27564,0.171624094,TX
48,0,1,Less than High School,15,12508,1581156,11645841,105835,0.1357700144,TX
48,0,1,High School,15,24953,2871251,11645841,105835,0.2465473296,TX
48,0,1,Some College,15,34333,3799559,11645841,105835,0.3262588765,TX
48,0,1,Bachelors Degree or more,15,34041,3393875,11645841,105835,0.2914237795,TX
48,1,,Less than High School,13,3754,396044,1619193,16273,0.2445934487,TX
48,1,,High School,13,5250,516214,1619193,16273,0.3188094316,TX
48,1,,Some College,13,5120,500805,1619193,16273,0.3092929626,TX
48,1,,Bachelors Degree or more,13,2149,206130,1619193,16273,0.1273041571,TX
48,1,0,Less than High School,15,2554,256917,888284,9218,0.289228445,TX
48,1,0,High School,15,3183,311143,888284,9218,0.3502742366,TX
48,1,0,Some College,15,2659,241746,888284,9218,0.2721494477,TX
48,1,0,Bachelors Degree or more,15,822,78478,888284,9218,0.0883478707,TX
48,1,1,Less than High School,15,1200,139127,730909,7055,0.1903479092,TX
48,1,1,High School,15,2067,205071,730909,7055,0.280569811,TX
48,1,1,Some College,15,2461,259059,730909,7055,0.3544339993,TX
48,1,1,Bachelors Degree or more,15,1327,127652,730909,7055,0.1746482804,TX
49,,,Less than High School,9,1214,151727,1704947,16322,0.0889922091,UT
49,,,High School,9,3642,401270,1704947,16322,0.2353562897,UT
49,,,Some College,9,6629,697475,1704947,16322,0.4090889629,UT
49,,,Bachelors Degree or more,9,4837,454475,1704947,16322,0.2665625383,UT
49,,0,Less than High School,11,456,55847,383155,3866,0.1457556341,UT
49,,0,High School,11,934,93195,383155,3866,0.2432305464,UT
49,,0,Some College,11,1610,154800,383155,3866,0.4040140413,UT
49,,0,Bachelors Degree or more,11,866,79313,383155,3866,0.2069997782,UT
49,,1,Less than High School,11,758,95880,1321792,12456,0.072537888,UT
49,,1,High School,11,2708,308075,1321792,12456,0.2330737363,UT
49,,1,Some College,11,5019,542675,1321792,12456,0.4105600579,UT
49,,1,Bachelors Degree or more,11,3971,375162,1321792,12456,0.2838283179,UT
49,0,,Less than High School,13,1013,128830,1557626,14827,0.0827091998,UT
49,0,,High School,13,3199,359042,1557626,14827,0.2305059109,UT
49,0,,Some College,13,6017,638383,1557626,14827,0.4098435696,UT
49,0,,Bachelors Degree or more,13,4598,431371,1557626,14827,0.2769413197,UT
49,0,0,Less than High School,15,311,38865,306263,3094,0.1269007356,UT
49,0,0,High School,15,694,70552,306263,3094,0.2303640988,UT
49,0,0,Some College,15,1313,126346,306263,3094,0.4125408554,UT
49,0,0,Bachelors Degree or more,15,776,70500,306263,3094,0.2301943101,UT
49,0,1,Less than High School,15,702,89965,1251363,11733,0.0718936072,UT
49,0,1,High School,15,2505,288490,1251363,11733,0.2305406185,UT
49,0,1,Some College,15,4704,512037,1251363,11733,0.4091834264,UT
49,0,1,Bachelors Degree or more,15,3822,360871,1251363,11733,0.2883823479,UT
49,1,,Less than High School,13,201,22897,147321,1495,0.1554225127,UT
49,1,,High School,13,443,42228,147321,1495,0.2866393793,UT
49,1,,Some College,13,612,59092,147321,1495,0.4011105002,UT
49,1,,Bachelors Degree or more,13,239,23104,147321,1495,0.1568276077,UT
49,1,0,Less than High School,15,145,16982,76892,772,0.2208552255,UT
49,1,0,High School,15,240,22643,76892,772,0.2944779691,UT
49,1,0,Some College,15,297,28454,76892,772,0.3700515008,UT
49,1,0,Bachelors Degree or more,15,90,8813,76892,772,0.1146153046,UT
49,1,1,Less than High School,15,56,5915,70429,723,0.0839852902,UT
49,1,1,High School,15,203,19585,70429,723,0.2780814721,UT
49,1,1,Some College,15,315,30638,70429,723,0.4350196652,UT
49,1,1,Bachelors Degree or more,15,149,14291,70429,723,0.2029135725,UT
50,,,Less than High School,9,239,27841,396390,3989,0.0702363834,VT
50,,,High School,9,1209,115993,396390,3989,0.2926234264,VT
50,,,Some College,9,1267,129563,396390,3989,0.3268573879,VT
50,,,Bachelors Degree or more,9,1274,122993,396390,3989,0.3102828023,VT
50,,0,Less than High School,11,90,9478,86750,883,0.1092564841,VT
50,,0,High School,11,288,26963,86750,883,0.3108126801,VT
50,,0,Some College,11,339,34782,86750,883,0.400945245,VT
50,,0,Bachelors Degree or more,11,166,15527,86750,883,0.1789855908,VT
50,,1,Less than High School,11,149,18363,309640,3106,0.0593043534,VT
50,,1,High School,11,921,89030,309640,3106,0.2875274512,VT
50,,1,Some College,11,928,94781,309640,3106,0.306100633,VT
50,,1,Bachelors Degree or more,11,1108,107466,309640,3106,0.3470675623,VT
50,0,,Less than High School,13,186,20902,352358,3569,0.0593203503,VT
50,0,,High School,13,1031,98234,352358,3569,0.2787903212,VT
50,0,,Some College,13,1133,114678,352358,3569,0.3254587664,VT
50,0,,Bachelors Degree or more,13,1219,118544,352358,3569,0.3364305621,VT
50,0,0,Less than High School,15,53,5027,61516,640,0.0817185773,VT
50,0,0,High School,15,181,16550,61516,640,0.269035698,VT
50,0,0,Some College,15,264,26241,61516,640,0.4265719488,VT
50,0,0,Bachelors Degree or more,15,142,13698,61516,640,0.2226737759,VT
50,0,1,Less than High School,15,133,15875,290842,2929,0.0545829007,VT
50,0,1,High School,15,850,81684,290842,2929,0.2808535218,VT
50,0,1,Some College,15,869,88437,290842,2929,0.3040723142,VT
50,0,1,Bachelors Degree or more,15,1077,104846,290842,2929,0.3604912633,VT
50,1,,Less than High School,13,53,6939,44032,420,0.1575899346,VT
50,1,,High School,13,178,17759,44032,420,0.4033203125,VT
50,1,,Some College,13,134,14885,44032,420,0.3380496003,VT
50,1,,Bachelors Degree or more,13,55,4449,44032,420,0.1010401526,VT
50,1,0,Less than High School,15,37,4451,25234,243,0.176388999,VT
50,1,0,High School,15,107,10413,25234,243,0.4126575256,VT
50,1,0,Some College,15,75,8541,25234,243,0.338471903,VT
50,1,0,Bachelors Degree or more,15,24,1829,25234,243,0.0724815725,VT
50,1,1,Less than High School,15,16,2488,18798,177,0.1323545058,VT
50,1,1,High School,15,71,7346,18798,177,0.3907862539,VT
50,1,1,Some College,15,59,6344,18798,177,0.3374827109,VT
50,1,1,Bachelors Degree or more,15,31,2620,18798,177,0.1393765294,VT
51,,,Less than High School,9,4205,497523,5219694,51029,0.0953165071,VA
51,,,High School,9,11911,1297059,5219694,51029,0.2484933025,VA
51,,,Some College,9,15783,1630272,5219694,51029,0.3123309527,VA
51,,,Bachelors Degree or more,9,19130,1794840,5219694,51029,0.3438592377,VA
51,,0,Less than High School,11,1817,199988,1114274,11363,0.1794782971,VA
51,,0,High School,11,3161,314575,1114274,11363,0.2823138654,VA
51,,0,Some College,11,3792,360407,1114274,11363,0.3234455798,VA
51,,0,Bachelors Degree or more,11,2593,239304,1114274,11363,0.2147622578,VA
51,,1,Less than High School,11,2388,297535,4105420,39666,0.0724737055,VA
51,,1,High School,11,8750,982484,4105420,39666,0.2393138826,VA
51,,1,Some College,11,11991,1269865,4105420,39666,0.3093142724,VA
51,,1,Bachelors Degree or more,11,16537,1555536,4105420,39666,0.3788981395,VA
51,0,,Less than High School,13,3253,403720,4748524,46177,0.0850201031,VA
51,0,,High School,13,10237,1131990,4748524,46177,0.2383877601,VA
51,0,,Some College,13,14371,1494529,4748524,46177,0.3147354841,VA
51,0,,Bachelors Degree or more,13,18316,1718285,4748524,46177,0.3618566527,VA
51,0,0,Less than High School,15,1099,130146,847121,8594,0.1536333062,VA
51,0,0,High School,15,2147,217618,847121,8594,0.2568912824,VA
51,0,0,Some College,15,3052,289363,847121,8594,0.341584024,VA
51,0,0,Bachelors Degree or more,15,2296,209994,847121,8594,0.2478913874,VA
51,0,1,Less than High School,15,2154,273574,3901403,37583,0.0701219536,VA
51,0,1,High School,15,8090,914372,3901403,37583,0.2343700459,VA
51,0,1,Some College,15,11319,1205166,3901403,37583,0.3089057962,VA
51,0,1,Bachelors Degree or more,15,16020,1508291,3901403,37583,0.3866022044,VA
51,1,,Less than High School,13,952,93803,471170,4852,0.1990852559,VA
51,1,,High School,13,1674,165069,471170,4852,0.350338519,VA
51,1,,Some College,13,1412,135743,471170,4852,0.2880977142,VA
51,1,,Bachelors Degree or more,13,814,76555,471170,4852,0.1624785109,VA
51,1,0,Less than High School,15,718,69842,267153,2769,0.2614307157,VA
51,1,0,High School,15,1014,96957,267153,2769,0.3629268621,VA
51,1,0,Some College,15,740,71044,267153,2769,0.2659300101,VA
51,1,0,Bachelors Degree or more,15,297,29310,267153,2769,0.109712412,VA
51,1,1,Less than High School,15,234,23961,204017,2083,0.1174460952,VA
51,1,1,High School,15,660,68112,204017,2083,0.3338545317,VA
51,1,1,Some College,15,672,64699,204017,2083,0.3171255337,VA
51,1,1,Bachelors Degree or more,15,517,47245,204017,2083,0.2315738394,VA
53,,,Less than High School,9,3719,441349,4391936,41955,0.1004907631,WA
53,,,High School,9,9375,1018815,4391936,41955,0.2319740087,WA
53,,,Some College,9,15423,1600927,4391936,41955,0.3645151022,WA
53,,,Bachelors Degree or more,9,13438,1330845,4391936,41955,0.303020126,WA
53,,0,Less than High School,11,1472,160508,1013566,10091,0.1583596924,WA
53,,0,High School,11,2613,266213,1013566,10091,0.2626498916,WA
53,,0,Some College,11,3886,387139,1013566,10091,0.3819573664,WA
53,,0,Bachelors Degree or more,11,2120,199706,1013566,10091,0.1970330496,WA
53,,1,Less than High School,11,2247,280841,3378370,31864,0.0831291422,WA
53,,1,High School,11,6762,752602,3378370,31864,0.2227707445,WA
53,,1,Some College,11,11537,1213788,3378370,31864,0.359282139,WA
53,,1,Bachelors Degree or more,11,11318,1131139,3378370,31864,0.3348179743,WA
53,0,,Less than High School,13,2971,360636,3915930,37169,0.0920945982,WA
53,0,,High School,13,7937,873631,3915930,37169,0.2230966846,WA
53,0,,Some College,13,13579,1419846,3915930,37169,0.3625820686,WA
53,0,,Bachelors Degree or more,13,12682,1261817,3915930,37169,0.3222266486,WA
53,0,0,Less than High School,15,966,107770,749671,7419,0.1437563945,WA
53,0,0,High School,15,1726,176059,749671,7419,0.2348483535,WA
53,0,0,Some College,15,2893,291558,749671,7419,0.3889146039,WA
53,0,0,Bachelors Degree or more,15,1834,174284,749671,7419,0.2324806482,WA
53,0,1,Less than High School,15,2005,252866,3166259,29750,0.0798627023,WA
53,0,1,High School,15,6211,697572,3166259,29750,0.2203142573,WA
53,0,1,Some College,15,10686,1128288,3166259,29750,0.3563473487,WA
53,0,1,Bachelors Degree or more,15,10848,1087533,3166259,29750,0.3434756917,WA
53,1,,Less than High School,13,748,80713,476006,4786,0.1695629887,WA
53,1,,High School,13,1438,145184,476006,4786,0.3050045588,WA
53,1,,Some College,13,1844,181081,476006,4786,0.3804174737,WA
53,1,,Bachelors Degree or more,13,756,69028,476006,4786,0.1450149788,WA
53,1,0,Less than High School,15,506,52738,263895,2672,0.1998446352,WA
53,1,0,High School,15,887,90154,263895,2672,0.3416282991,WA
53,1,0,Some College,15,993,95581,263895,2672,0.3621932966,WA
53,1,0,Bachelors Degree or more,15,286,25422,263895,2672,0.0963337691,WA
53,1,1,Less than High School,15,242,27975,212111,2114,0.1318884923,WA
53,1,1,High School,15,551,55030,212111,2114,0.259439633,WA
53,1,1,Some College,15,851,85500,212111,2114,0.4030908345,WA
53,1,1,Bachelors Degree or more,15,470,43606,212111,2114,0.2055810401,WA
54,,,Less than High School,9,1318,145330,1133564,10788,0.1282062592,WV
54,,,High School,9,4128,439857,1133564,10788,0.3880301421,WV
54,,,Some College,9,3214,339284,1133564,10788,0.2993073175,WV
54,,,Bachelors Degree or more,9,2128,209093,1133564,10788,0.1844562813,WV
54,,0,Less than High School,11,770,82088,357793,3481,0.2294287479,WV
54,,0,High School,11,1449,146687,357793,3481,0.4099772774,WV
54,,0,Some College,11,962,99909,357793,3481,0.2792368772,WV
54,,0,Bachelors Degree or more,11,300,29109,357793,3481,0.0813570975,WV
54,,1,Less than High School,11,548,63242,775771,7307,0.0815214799,WV
54,,1,High School,11,2679,293170,775771,7307,0.3779079135,WV
54,,1,Some College,11,2252,239375,775771,7307,0.3085639963,WV
54,,1,Bachelors Degree or more,11,1828,179984,775771,7307,0.2320066102,WV
54,0,,Less than High School,13,835,95289,924489,8788,0.1030720755,WV
54,0,,High School,13,3259,347616,924489,8788,0.3760088005,WV
54,0,,Some College,13,2727,288167,924489,8788,0.3117040873,WV
54,0,,Bachelors Degree or more,13,1967,193417,924489,8788,0.2092150366,WV
54,0,0,Less than High School,15,365,40646,209971,2070,0.1935791133,WV
54,0,0,High School,15,817,78882,209971,2070,0.3756804511,WV
54,0,0,Some College,15,658,68129,209971,2070,0.3244686171,WV
54,0,0,Bachelors Degree or more,15,230,22314,209971,2070,0.1062718185,WV
54,0,1,Less than High School,15,470,54643,714518,6718,0.0764753302,WV
54,0,1,High School,15,2442,268734,714518,6718,0.3761052906,WV
54,0,1,Some College,15,2069,220038,714518,6718,0.3079530537,WV
54,0,1,Bachelors Degree or more,15,1737,171103,714518,6718,0.2394663256,WV
54,1,,Less than High School,13,483,50041,209075,2000,0.2393447328,WV
54,1,,High School,13,869,92241,209075,2000,0.4411861772,WV
54,1,,Some College,13,487,51117,209075,2000,0.2444912113,WV
54,1,,Bachelors Degree or more,13,161,15676,209075,2000,0.0749778788,WV
54,1,0,Less than High School,15,405,41442,147822,1411,0.280350692,WV
54,1,0,High School,15,632,67805,147822,1411,0.4586935639,WV
54,1,0,Some College,15,304,31780,147822,1411,0.2149882967,WV
54,1,0,Bachelors Degree or more,15,70,6795,147822,1411,0.0459674473,WV
54,1,1,Less than High School,15,78,8599,61253,589,0.1403849607,WV
54,1,1,High School,15,237,24436,61253,589,0.3989355623,WV
54,1,1,Some College,15,183,19337,61253,589,0.31569066,WV
54,1,1,Bachelors Degree or more,15,91,8881,61253,589,0.1449888169,WV
55,,,Less than High School,9,2650,296878,3546180,34910,0.0837176906,WI
55,,,High School,9,11101,1036085,3546180,34910,0.2921693202,WI
55,,,Some College,9,12480,1264965,3546180,34910,0.3567120112,WI
55,,,Bachelors Degree or more,9,8679,948252,3546180,34910,0.267400978,WI
55,,0,Less than High School,11,1036,111935,661941,6818,0.1691011737,WI
55,,0,High School,11,2327,210561,661941,6818,0.3180963258,WI
55,,0,Some College,11,2277,221146,661941,6818,0.334087177,WI
55,,0,Bachelors Degree or more,11,1178,118299,661941,6818,0.1787153236,WI
55,,1,Less than High School,11,1614,184943,2884239,28092,0.06412194,WI
55,,1,High School,11,8774,825524,2884239,28092,0.2862189992,WI
55,,1,Some College,11,10203,1043819,2884239,28092,0.3619044746,WI
55,,1,Bachelors Degree or more,11,7501,829953,2884239,28092,0.2877545862,WI
55,0,,Less than High School,13,2065,231406,3183571,31351,0.0726875575,WI
55,0,,High School,13,9726,895652,3183571,31351,0.2813356448,WI
55,0,,Some College,13,11327,1154338,3183571,31351,0.362592196,WI
55,0,,Bachelors Degree or more,13,8233,902175,3183571,31351,0.2833846018,WI
55,0,0,Less than High School,15,637,68536,478014,4958,0.1433765538,WI
55,0,0,High School,15,1588,139206,478014,4958,0.291217412,WI
55,0,0,Some College,15,1716,169110,478014,4958,0.3537762492,WI
55,0,0,Bachelors Degree or more,15,1017,101162,478014,4958,0.2116297849,WI
55,0,1,Less than High School,15,1428,162870,2705557,26393,0.0601983252,WI
55,0,1,High School,15,8138,756446,2705557,26393,0.2795897481,WI
55,0,1,Some College,15,9611,985228,2705557,26393,0.3641497851,WI
55,0,1,Bachelors Degree or more,15,7216,801013,2705557,26393,0.2960621417,WI
55,1,,Less than High School,13,585,65472,362609,3559,0.1805581218,WI
55,1,,High School,13,1375,140433,362609,3559,0.3872849267,WI
55,1,,Some College,13,1153,110627,362609,3559,0.3050861948,WI
55,1,,Bachelors Degree or more,13,446,46077,362609,3559,0.1270707567,WI
55,1,0,Less than High School,15,399,43399,183927,1860,0.2359577441,WI
55,1,0,High School,15,739,71355,183927,1860,0.3879528291,WI
55,1,0,Some College,15,561,52036,183927,1860,0.2829165919,WI
55,1,0,Bachelors Degree or more,15,161,17137,183927,1860,0.0931728349,WI
55,1,1,Less than High School,15,186,22073,178682,1699,0.1235323088,WI
55,1,1,High School,15,636,69078,178682,1699,0.3865974189,WI
55,1,1,Some College,15,592,58591,178682,1699,0.3279065603,WI
55,1,1,Bachelors Degree or more,15,285,28940,178682,1699,0.1619637121,WI
56,,,Less than High School,9,207,21200,360822,3454,0.0587547323,WY
56,,,High School,9,935,98437,360822,3454,0.2728131877,WY
56,,,Some College,9,1474,149874,360822,3454,0.4153682425,WY
56,,,Bachelors Degree or more,9,838,91311,360822,3454,0.2530638376,WY
56,,0,Less than High School,11,66,6347,69380,698,0.091481695,WY
56,,0,High School,11,213,22111,69380,698,0.3186941482,WY
56,,0,Some College,11,316,29951,69380,698,0.431695013,WY
56,,0,Bachelors Degree or more,11,103,10971,69380,698,0.1581291438,WY
56,,1,Less than High School,11,141,14853,291442,2756,0.0509638281,WY
56,,1,High School,11,722,76326,291442,2756,0.2618908737,WY
56,,1,Some College,11,1158,119923,291442,2756,0.4114815298,WY
56,,1,Bachelors Degree or more,11,735,80340,291442,2756,0.2756637684,WY
56,0,,Less than High School,13,164,17484,321730,3060,0.0543437043,WY
56,0,,High School,13,816,85596,321730,3060,0.2660491717,WY
56,0,,Some College,13,1292,132213,321730,3060,0.4109439592,WY
56,0,,Bachelors Degree or more,13,788,86437,321730,3060,0.2686631648,WY
56,0,0,Less than High School,15,41,4090,51619,533,0.0792343904,WY
56,0,0,High School,15,156,15077,51619,533,0.2920823728,WY
56,0,0,Some College,15,250,23141,51619,533,0.4483039191,WY
56,0,0,Bachelors Degree or more,15,86,9311,51619,533,0.1803793177,WY
56,0,1,Less than High School,15,123,13394,270111,2527,0.0495870216,WY
56,0,1,High School,15,660,70519,270111,2527,0.261074151,WY
